"rfid","project_name","dames","sires"
"933000320046243","u01_peter_kalivas_us","73192_2","73167_1"
"933000320046174","u01_peter_kalivas_us","73412_1","73169_1"
"933000320047067","u01_peter_kalivas_us","73875_2","73736_1"
"933000320045960","u01_peter_kalivas_us","73169_2","73398_2"
"933000320046962","u01_peter_kalivas_us","73182_2","73155_1"
"933000320046938","u01_peter_kalivas_us","73437_1","73378_2"
"933000320047952","u01_peter_kalivas_us","73806_2","73756_1"
"933000320046154","u01_peter_kalivas_us","73412_1","73169_1"
"933000320047570","u01_peter_kalivas_us","73670_2","73770_1"
"933000320047997","u01_peter_kalivas_us","73690_2","73672_1"
"933000320047224","u01_peter_kalivas_us","73692_2","74135_1"
"933000320045842","u01_peter_kalivas_us","73319_1","73317_1"
"933000320046244","u01_peter_kalivas_us","73192_2","73167_1"
"933000320047055","u01_peter_kalivas_us","73726_2","73669_1"
"933000320046973","u01_peter_kalivas_us","73154_2","73437_2"
"933000320046712","u01_peter_kalivas_us","73691_2","73723_1"
"933000320045967","u01_peter_kalivas_us","73198_2","73382_1"
"933000320047070","u01_peter_kalivas_us","73728_2","73666_1"
"933000320046967","u01_peter_kalivas_us","73154_2","73437_2"
"933000320047214","u01_peter_kalivas_us","73770_2","73720_1"
"933000320045957","u01_peter_kalivas_us","73169_2","73398_2"
"933000320047203","u01_peter_kalivas_us","73875_2","73720_1"
"933000320045617","u01_peter_kalivas_us","72785_2","72787_1"
"933000320047058","u01_peter_kalivas_us","73743_2","73691_1"
"933000320046669","u01_peter_kalivas_us","73411_1","73198_1"
"933000320046659","u01_peter_kalivas_us","73744_2","73734_2"
"933000320046240","u01_peter_kalivas_us","73504_4","73505_1"
"933000320046933","u01_peter_kalivas_us","73437_1","73378_2"
"933000320047074","u01_peter_kalivas_us","73726_2","73697_1"
"933000320046233","u01_peter_kalivas_us","73425_1","73194_1"
"933000320047200","u01_peter_kalivas_us","73767_2","73740_1"
"933000320046227","u01_peter_kalivas_us","72785_2","72787_1"
"933000320045610","u01_peter_kalivas_us","73398_1","73151_1"
"933000320047063","u01_peter_kalivas_us","73747_2","73782_1"
"933000320046673","u01_peter_kalivas_us","73224_2","73223_1"
"933000320046702","u01_peter_kalivas_us","73195_2","73187_1"
"1DCD175E","p50_jerry_richards_2020","74123_2","74115_1"
"1DCD178C","p50_jerry_richards_2020","74206_2","74141_1"
"1DCD1764","p50_jerry_richards_2020","74135_2","74117_1"
"1DCD178B","p50_jerry_richards_2020","74127_2","74236_1"
"933000320046348","u01_suzanne_mitchell","72907_2","72979_1"
"933000320045769","u01_suzanne_mitchell","72777_2","72808_1"
"1DCD174D","p50_jerry_richards_2020","73736_2","73705_1"
"1DCD17A6","p50_jerry_richards_2020","74127_2","74236_1"
"1DCD1796","p50_jerry_richards_2020","74208_2","74217_3"
"1DCD1776","p50_jerry_richards_2020","73689_2","73698_1"
"1DCD1777","p50_jerry_richards_2020","73726_2","73875_1"
"1DCD174A","p50_jerry_richards_2020","74228_2","74195_1"
"933000320046768","u01_suzanne_mitchell","73192_2","73167_1"
"933000320045751","u01_suzanne_mitchell","72772_4","72772_4"
"933000320046355","u01_suzanne_mitchell","72871_1","72952_1"
"933000320046481","u01_suzanne_mitchell","73342_1","73340_1"
"933000320045812","u01_suzanne_mitchell","72802_2","72784_1"
"933000320046034","u01_suzanne_mitchell","73198_2","73382_1"
"1DCD1782","p50_jerry_richards_2020","73667_2","73737_1"
"933000320046356","u01_suzanne_mitchell","73155_2","73165_1"
"933000320046553","u01_suzanne_mitchell","73340_2","73337_2"
"933000320046333","u01_suzanne_mitchell","73175_2","73232_1"
"1DCD179D","p50_jerry_richards_2020","74135_2","74117_1"
"1DCD1794","p50_jerry_richards_2020","73745_2","73704_1"
"933000320046555","u01_suzanne_mitchell","73340_2","73337_2"
"1DCD176A","p50_jerry_richards_2020","73705_2","73735_1"
"933000320046479","u01_suzanne_mitchell","72777_2","72808_1"
"1DCD176B","p50_jerry_richards_2020","73726_2","73875_1"
"933000320046360","u01_suzanne_mitchell","72778_4","72782_3"
"933000320046362","u01_suzanne_mitchell","72789_2","72799_1"
"1DCD1793","p50_jerry_richards_2020","73742_2","73706_1"
"1DCD1761","p50_jerry_richards_2020","74188_2","74168_1"
"933000320046342","u01_suzanne_mitchell","73345_2","73327_2"
"1DCD177B","p50_jerry_richards_2020","74134_2","74156_1"
"933000320046349","u01_suzanne_mitchell","73345_2","73327_2"
"933000320046343","u01_suzanne_mitchell","72907_2","72979_1"
"1DCD175C","p50_jerry_richards_2020","73804_1","73692_1"
"933000320046340","u01_suzanne_mitchell","72803_2","72936_1"
"933000320046575","u01_suzanne_mitchell","72807_2","72935_1"
"1DCD176D","p50_jerry_richards_2020","74204_2","74145_1"
"1DCD1750","p50_jerry_richards_2020","74123_2","74115_1"
"1DCD176F","p50_jerry_richards_2020","74188_2","74168_1"
"1DCD17AC","p50_jerry_richards_2020","73736_2","73705_1"
"1DCD1769","p50_jerry_richards_2020","74197_2","74123_1"
"933000320046047","u01_suzanne_mitchell","73412_1","73169_1"
"1DCD179E","p50_jerry_richards_2020","73699_2","73693_1"
"933000320047970","u01_peter_kalivas_us","74142_2","74143_1"
"933000320046495","u01_suzanne_mitchell","73342_1","73340_1"
"1DCD1786","p50_jerry_richards_2020","74136_2","74208_1"
"1DCD1766","p50_jerry_richards_2020","73668_2","73768_1"
"1DCD1759","p50_jerry_richards_2020","74117_2","74202_1"
"933000320046573","u01_suzanne_mitchell","73207_2","73171_1"
"933000320046370","u01_suzanne_mitchell","73155_2","73165_1"
"933000320045759","u01_suzanne_mitchell","73204_2","73191_1"
"933000320046497","u01_suzanne_mitchell","73332_2","72292_4"
"933000320046753","u01_suzanne_mitchell","73209_2","73150_1"
"933000320046329","u01_suzanne_mitchell","73345_2","73327_2"
"1DCD176E","p50_jerry_richards_2020","74207_2","74142_1"
"1DCD1758","p50_jerry_richards_2020","73689_2","73698_1"
"933000320045760","u01_suzanne_mitchell","72772_4","72772_4"
"933000320046327","u01_suzanne_mitchell","73227_1","73439_2"
"933000320046361","u01_suzanne_mitchell","72871_1","72952_1"
"1DCD17A1","p50_jerry_richards_2020","74208_2","74217_3"
"933000320045756","u01_suzanne_mitchell","73435_1","73283_1"
"1DCD1755","p50_jerry_richards_2020","74206_2","74141_1"
"1DCD178E","p50_jerry_richards_2020","74217_4","74147_1"
"933000320045761","u01_suzanne_mitchell","72772_4","72772_4"
"1DCD1790","p50_jerry_richards_2020","73699_2","73693_1"
"1DCD1797","p50_jerry_richards_2020","73676_2","73784_1"
"1DCD1781","p50_jerry_richards_2020","73668_2","73768_1"
"1DCD1792","p50_jerry_richards_2020","74111_2","74112_1"
"1DCD175B","p50_jerry_richards_2020","74207_2","74142_1"
"1DCD1762","p50_jerry_richards_2020","74142_2","74143_1"
"1DCD178D","p50_jerry_richards_2020","73742_2","73706_1"
"933000320045768","u01_suzanne_mitchell","73378_1","73399_2"
"1DCD176C","p50_jerry_richards_2020","73672_2","73697_1"
"1DCD1779","p50_jerry_richards_2020","73806_2","73756_1"
"1DCD1749","p50_jerry_richards_2020","73806_2","73756_1"
"933000320046500","u01_suzanne_mitchell","73342_1","73340_1"
"1DCD179C","p50_jerry_richards_2020","74142_2","74143_1"
"933000320046359","u01_suzanne_mitchell","73229_2","73436_2"
"933000320046353","u01_suzanne_mitchell","73229_2","73436_2"
"1DCD1756","p50_jerry_richards_2020","73667_2","73737_1"
"1DCD1784","p50_jerry_richards_2020","74136_2","74208_1"
"1DCD1760","p50_jerry_richards_2020","74111_2","74112_1"
"1DCD1768","p50_jerry_richards_2020","74134_2","74156_1"
"933000320046766","u01_suzanne_mitchell","73209_2","73150_1"
"933000320046494","u01_suzanne_mitchell","73332_2","72292_4"
"1DCD175A","p50_jerry_richards_2020","74228_2","74195_1"
"933000320046498","u01_suzanne_mitchell","73342_1","73340_1"
"933000320046488","u01_suzanne_mitchell","73332_2","72292_4"
"1DCD175F","p50_jerry_richards_2020","74204_2","74145_1"
"1DCD1771","p50_jerry_richards_2020","74117_2","74202_1"
"1DCD1783","p50_jerry_richards_2020","73672_2","73697_1"
"933000320046341","u01_suzanne_mitchell","73267_2","73152_1"
"933000320046037","u01_suzanne_mitchell","73198_2","73382_1"
"933000320047731","u01_peter_kalivas_us","74121_2","74196_1"
"933000320045627","u01_tom_jhou","72625_2","72656_1"
"933000320046869","u01_tom_jhou","73744_2","73734_2"
"933000320045638","u01_tom_jhou","72526_2","72663_1"
"933000320045633","u01_tom_jhou","72535_2","72526_1"
"933000320046863","u01_tom_jhou","73727_2","73676_1"
"933000320046636","u01_tom_jhou","72793_4","72779_1"
"933000320045650","u01_tom_jhou","72526_2","72663_1"
"933000320045980","u01_tom_jhou","73352_2","73312_3"
"933000320046467","u01_tom_jhou","73198_2","73382_1"
"933000320047560","u01_peter_kalivas_us","73785_2","73689_1"
"933000320047735","u01_peter_kalivas_us","73740_2","73767_1"
"933000320047774","u01_tom_jhou","73376_1","73189_1"
"933000320047564","u01_peter_kalivas_us","73806_2","73756_1"
"933000320045999","u01_tom_jhou","72791_2","72780_1"
"933000320047629","u01_tom_jhou","73175_2","73232_1"
"933000320045991","u01_tom_jhou","72808_2","72773_3"
"933000320047739","u01_peter_kalivas_us","74121_2","74196_1"
"933000320047573","u01_peter_kalivas_us","73785_2","73689_1"
"933000320045646","u01_tom_jhou","73312_1","73309_1"
"933000320046976","u01_tom_jhou","73724_2","73785_1"
"933000320045947","u01_tom_jhou","72527_2","72623_1"
"933000320046799","u01_tom_jhou","72778_4","72782_3"
"933000320046779","u01_tom_jhou","72668_2","72618_1"
"933000320047554","u01_peter_kalivas_us","73699_2","73693_1"
"933000320046796","u01_tom_jhou","72668_2","72618_1"
"933000320045648","u01_tom_jhou","72526_2","72663_1"
"933000320047803","u01_peter_kalivas_us","74166_2","74114_1"
"933000320047446","u01_tom_jhou","73673_2","73722_1"
"933000320047562","u01_peter_kalivas_us","73670_2","73770_1"
"933000320047388","u01_tom_jhou","73768_2","73675_1"
"933000320045984","u01_tom_jhou","73352_2","73312_3"
"933000320046854","u01_tom_jhou","73745_2","73704_1"
"933000320047808","u01_peter_kalivas_us","73727_2","73676_1"
"933000320046421","u01_tom_jhou","73312_1","73309_1"
"933000320046851","u01_tom_jhou","73874_2","73853_1"
"933000320046685","u01_tom_jhou","73376_1","73189_1"
"933000320046875","u01_tom_jhou","73745_2","73704_1"
"933000320047650","u01_tom_jhou","73381_1","73208_1"
"933000320047608","u01_tom_jhou","73136_2","73184_1"
"933000320046687","u01_tom_jhou","73399_1","73228_1"
"933000320046414","u01_tom_jhou","73306_1","72301_1"
"933000320046800","u01_tom_jhou","72945_1","72797_1"
"933000320046473","u01_tom_jhou","73398_1","73151_1"
"933000320047742","u01_peter_kalivas_us","74164_2","74179_1"
"933000320047737","u01_peter_kalivas_us","73740_2","73767_1"
"933000320046871","u01_tom_jhou","73706_2","73668_1"
"933000320046874","u01_tom_jhou","73666_2","73719_1"
"933000320047734","u01_peter_kalivas_us","73675_2","73733_1"
"933000320046865","u01_tom_jhou","73731_2","73744_1"
"933000320045996","u01_tom_jhou","72623_2","72632_1"
"933000320047736","u01_peter_kalivas_us","74164_2","74179_1"
"933000320047431","u01_tom_jhou","73698_2","73687_1"
"933000320046793","u01_tom_jhou","72597_4","72690_1"
"933000320047631","u01_tom_jhou","73183_2","73192_1"
"933000320045989","u01_tom_jhou","72791_2","72780_1"
"933000320046680","u01_tom_jhou","73546_1","73556_1"
"933000320047811","u01_peter_kalivas_us","74195_2","74228_1"
"933000320046856","u01_tom_jhou","73699_2","73693_1"
"933000120138547","u01_tom_jhou","72596_3","72689_2"
"933000320047996","u01_peter_kalivas_us","74122_2","74201_1"
"933000320046870","u01_tom_jhou","73686_2","73732_1"
"933000320047627","u01_tom_jhou","73410_1","73400_2"
"933000320047647","u01_tom_jhou","73232_2","73376_2"
"933000320045641","u01_tom_jhou","72535_2","72526_1"
"933000320046798","u01_tom_jhou","72597_4","72690_1"
"933000320046405","u01_tom_jhou","73306_1","72301_1"
"933000320047744","u01_peter_kalivas_us","74232_2","74121_1"
"933000320047728","u01_peter_kalivas_us","73725_2","73783_1"
"933000320047556","u01_peter_kalivas_us","73699_2","73693_1"
"933000320046857","u01_tom_jhou","73727_2","73676_1"
"933000320046792","u01_tom_jhou","72525_2","72534_5"
"933000320046781","u01_tom_jhou","72778_4","72782_3"
"933000320046864","u01_tom_jhou","73686_2","73732_1"
"933000320046859","u01_tom_jhou","73874_2","73853_1"
"933000320046640","u01_tom_jhou","73182_2","73155_1"
"933000320046778","u01_tom_jhou","73337_1","73332_1"
"933000320046472","u01_tom_jhou","73194_2","73380_2"
"933000320046860","u01_tom_jhou","73701_2","73690_1"
"933000320047432","u01_tom_jhou","73736_2","73705_1"
"933000320046294","u01_tom_jhou","72785_2","72787_1"
"933000320046867","u01_tom_jhou","73731_2","73744_1"
"933000320047726","u01_peter_kalivas_us","74205_2","74144_1"
"933000320047738","u01_peter_kalivas_us","73725_2","73783_1"
"933000320046411","u01_tom_jhou","73327_1","73325_1"
"933000320046787","u01_tom_jhou","72663_2","72668_1"
"933000320047961","u01_peter_kalivas_us","74142_2","74143_1"
"933000320045976","u01_tom_jhou","72807_2","72935_1"
"933000320047405","u01_tom_jhou","73783_2","73878_1"
"933000320045645","u01_tom_jhou","72526_2","72663_1"
"933000320047428","u01_tom_jhou","73698_2","73687_1"
"933000320046412","u01_tom_jhou","72787_2","72776_3"
"933000320047732","u01_peter_kalivas_us","74232_2","74121_1"
"933000320047426","u01_tom_jhou","73736_2","73705_1"
"933000320046782","u01_tom_jhou","72597_4","72690_1"
"933000320046794","u01_tom_jhou","72525_2","72534_5"
"933000320046451","u01_tom_jhou","73198_2","73382_1"
"933000320047409","u01_tom_jhou","73742_2","73706_1"
"933000320046677","u01_tom_jhou","73170_2","73377_2"
"933000320047419","u01_tom_jhou","73737_2","73874_1"
"933000320046631","u01_tom_jhou","72794_2","72790_1"
"933000320046649","u01_tom_jhou","72779_2","72792_1"
"933000320046509","u01_tom_jhou","73360_1","73358_1"
"933000320046470","u01_tom_jhou","73171_2","73182_1"
"933000320046523","u01_tom_jhou","73360_1","73358_1"
"933000320046741","u01_tom_jhou","72794_2","72790_1"
"933000320046694","u01_tom_jhou","73439_1","73205_1"
"933000320047988","u01_tom_jhou","73668_2","73768_1"
"933000320046645","u01_tom_jhou","73182_2","73155_1"
"933000320046689","u01_tom_jhou","73377_1","73156_1"
"933000320046642","u01_tom_jhou","73358_2","73354_2"
"933000320046502","u01_tom_jhou","73436_1","73170_1"
"933000320046639","u01_tom_jhou","73379_1","73438_2"
"933000320047683","u01_tom_jhou","74207_2","74142_1"
"933000320046695","u01_tom_jhou","73184_2","73190_1"
"933000320047422","u01_tom_jhou","73878_2","73665_1"
"933000320046650","u01_tom_jhou","72793_4","72779_1"
"933000320047417","u01_tom_jhou","73720_2","73726_1"
"933000320046696","u01_tom_jhou","73439_1","73205_1"
"933000320047994","u01_tom_jhou","74113_2","74136_1"
"933000320047407","u01_tom_jhou","73742_2","73706_1"
"933000320046629","u01_tom_jhou","73379_1","73438_2"
"933000320046644","u01_tom_jhou","72779_2","72792_1"
"933000320046626","u01_tom_jhou","72292_1","73311_2"
"933000320047421","u01_tom_jhou","73726_2","73875_1"
"933000320046726","u01_tom_jhou","72794_2","72790_1"
"933000320047418","u01_tom_jhou","73878_2","73665_1"
"933000320047680","u01_tom_jhou","74189_2","74140_1"
"933000320046459","u01_tom_jhou","73171_2","73182_1"
"933000320047991","u01_tom_jhou","74198_2","74167_1"
"933000320046514","u01_tom_jhou","73436_1","73170_1"
"933000320046681","u01_tom_jhou","73170_2","73377_2"
"933000320047406","u01_tom_jhou","74165_2","74177_1"
"933000320046504","u01_tom_jhou","73382_2","73229_1"
"933000320047643","u01_tom_jhou","73770_2","73669_1"
"933000320047983","u01_tom_jhou","74198_2","74167_1"
"933000320046678","u01_tom_jhou","73184_2","73190_1"
"933000320046635","u01_tom_jhou","72292_1","73311_2"
"933000320046748","u01_tom_jhou","72794_2","72790_1"
"933000320047423","u01_tom_jhou","74145_2","74155_1"
"933000320047364","u01_tom_jhou","74208_2","74217_3"
"933000320046517","u01_tom_jhou","73546_1","73556_1"
"933000320046682","u01_tom_jhou","73377_1","73156_1"
"933000320047368","u01_tom_jhou","74208_2","74217_3"
"933000320047995","u01_tom_jhou","73667_2","73737_1"
"933000320046697","u01_tom_jhou","73410_1","73400_2"
"933000320046466","u01_tom_jhou","73398_1","73151_1"
"933000320047992","u01_tom_jhou","74165_2","74177_1"
"933000320047761","u01_tom_jhou","73207_2","73171_1"
"933000320047981","u01_tom_jhou","74135_2","74117_1"
"933000320047999","u01_tom_jhou","73667_2","73737_1"
"933000320046632","u01_tom_jhou","72793_4","72779_1"
"933000320047375","u01_tom_jhou","74200_2","74164_1"
"933000320046676","u01_tom_jhou","73410_1","73400_2"
"933000320046465","u01_tom_jhou","73198_2","73382_1"
"933000320047681","u01_tom_jhou","74148_2","74205_1"
"933000320046679","u01_tom_jhou","73182_2","73155_1"
"933000320047415","u01_tom_jhou","73692_2","73728_1"
"933000320047989","u01_tom_jhou","74113_2","74136_1"
"933000320046456","u01_tom_jhou","73376_1","73189_1"
"933000320047424","u01_tom_jhou","73726_2","73875_1"
"933000320047362","u01_tom_jhou","74141_2","74199_1"
"933000320047360","u01_tom_jhou","73875_2","73858_1"
"933000320046628","u01_tom_jhou","72292_1","73311_2"
"933000320046455","u01_tom_jhou","73198_2","73382_1"
"933000320047403","u01_tom_jhou","73742_2","73706_1"
"933000320046690","u01_tom_jhou","73182_2","73155_1"
"933000320047985","u01_tom_jhou","74135_2","74117_1"
"933000320047697","u01_tom_jhou","74148_2","74205_1"
"933000320047365","u01_tom_jhou","74200_2","74164_1"
"933000320046633","u01_tom_jhou","72779_2","72792_1"
"933000320046511","u01_tom_jhou","73167_2","73154_1"
"933000320047693","u01_tom_jhou","74189_2","74140_1"
"933000320046641","u01_tom_jhou","72779_2","72792_1"
"933000320046404","u01_tom_jhou","72625_2","72656_1"
"933000320047637","u01_tom_jhou","73175_2","73232_1"
"933000320046630","u01_tom_jhou","72808_2","72773_3"
"933000320047682","u01_tom_jhou","74207_2","74142_1"
"933000320046643","u01_tom_jhou","72292_1","73311_2"
"933000320047984","u01_tom_jhou","74145_2","74155_1"
"933000320046688","u01_tom_jhou","73399_1","73228_1"
"933000320046683","u01_tom_jhou","73399_1","73228_1"
"933000320046512","u01_tom_jhou","73400_1","73410_2"
"933000320047353","u01_tom_jhou","73875_2","73858_1"
"933000320047425","u01_tom_jhou","73726_2","73875_1"
"933000320046691","u01_tom_jhou","73194_2","73380_2"
"933000320046684","u01_tom_jhou","73399_1","73228_1"
"933000320047416","u01_tom_jhou","73742_2","73706_1"
"933000320046646","u01_tom_jhou","72808_2","72773_3"
"933000320046513","u01_tom_jhou","73400_1","73410_2"
"933000320047990","u01_tom_jhou","73668_2","73768_1"
"933000320046461","u01_tom_jhou","73167_2","73154_1"
"933000320047543","u01_suzanne_mitchell","74165_2","74177_1"
"933000320047709","u01_suzanne_mitchell","74180_2","74126_1"
"933000320047690","u01_suzanne_mitchell","74187_2","74134_1"
"933000320047951","u01_suzanne_mitchell","73747_2","73740_1"
"933000320047372","u01_suzanne_mitchell","74141_2","74199_1"
"933000320047840","u01_suzanne_mitchell","74140_2","74204_1"
"933000320047374","u01_suzanne_mitchell","73875_2","73858_1"
"933000320047542","u01_suzanne_mitchell","74203_2","74232_1"
"933000320047841","u01_suzanne_mitchell","73666_2","73719_1"
"933000320047354","u01_suzanne_mitchell","74141_2","74199_1"
"933000320047689","u01_suzanne_mitchell","73701_2","73690_1"
"933000320047532","u01_suzanne_mitchell","74203_2","74232_1"
"933000320047363","u01_suzanne_mitchell","74200_2","74164_1"
"933000320047530","u01_suzanne_mitchell","73874_2","73853_1"
"933000320047703","u01_suzanne_mitchell","73736_2","73705_1"
"933000320047964","u01_suzanne_mitchell","73718_2","73745_1"
"933000320047843","u01_suzanne_mitchell","74126_2","74203_1"
"933000320047526","u01_suzanne_mitchell","74201_2","74165_1"
"933000320047691","u01_suzanne_mitchell","74122_2","74201_1"
"933000320047959","u01_suzanne_mitchell","73782_2","73727_1"
"933000320047677","u01_suzanne_mitchell","74148_2","74205_1"
"933000320047832","u01_suzanne_mitchell","74236_2","74148_1"
"933000320047352","u01_suzanne_mitchell","74141_2","74199_1"
"933000320047715","u01_suzanne_mitchell","74204_2","74145_1"
"933000320047829","u01_suzanne_mitchell","73666_2","73719_1"
"933000320047684","u01_suzanne_mitchell","74187_2","74134_1"
"933000320047714","u01_suzanne_mitchell","74180_2","74126_1"
"933000320047545","u01_suzanne_mitchell","74201_2","74165_1"
"933000320047849","u01_suzanne_mitchell","74125_2","74192_1"
"933000320047686","u01_suzanne_mitchell","73669_2","73747_1"
"933000320047696","u01_suzanne_mitchell","74189_2","74140_1"
"933000320047702","u01_suzanne_mitchell","74145_2","74155_1"
"933000320047834","u01_suzanne_mitchell","73732_2","73686_1"
"933000320047538","u01_suzanne_mitchell","73673_2","73722_1"
"933000320047694","u01_suzanne_mitchell","74189_2","74140_1"
"933000320047718","u01_suzanne_mitchell","74194_2","74193_1"
"933000320047842","u01_suzanne_mitchell","74207_2","74142_1"
"933000320047846","u01_suzanne_mitchell","73728_2","73782_1"
"933000320047534","u01_suzanne_mitchell","74168_2","74200_1"
"933000320047716","u01_suzanne_mitchell","74145_2","74155_1"
"933000320047963","u01_suzanne_mitchell","73718_2","73745_1"
"933000320047826","u01_suzanne_mitchell","74125_2","74192_1"
"933000320047527","u01_suzanne_mitchell","73673_2","73722_1"
"933000320047838","u01_suzanne_mitchell","74126_2","74203_1"
"933000320047531","u01_suzanne_mitchell","73874_2","73853_1"
"933000320047713","u01_suzanne_mitchell","74228_2","74195_1"
"933000320047975","u01_suzanne_mitchell","73747_2","73740_1"
"933000320047373","u01_suzanne_mitchell","74141_2","74199_1"
"933000320047958","u01_suzanne_mitchell","73705_2","73735_1"
"933000320047712","u01_suzanne_mitchell","74204_2","74145_1"
"933000320047960","u01_suzanne_mitchell","73782_2","73727_1"
"933000320047705","u01_suzanne_mitchell","74113_2","74136_1"
"933000320047836","u01_suzanne_mitchell","74207_2","74142_1"
"933000320047833","u01_suzanne_mitchell","74116_2","74189_1"
"933000320047537","u01_suzanne_mitchell","74167_2","74194_1"
"933000320047962","u01_suzanne_mitchell","74228_2","74195_1"
"933000320047370","u01_suzanne_mitchell","74200_2","74164_1"
"933000320047717","u01_suzanne_mitchell","74194_2","74193_1"
"933000320047827","u01_suzanne_mitchell","74116_2","74189_1"
"933000320047355","u01_suzanne_mitchell","73669_2","73747_1"
"933000320047850","u01_suzanne_mitchell","73706_2","73668_1"
"933000320047837","u01_suzanne_mitchell","73728_2","73782_1"
"933000320047830","u01_suzanne_mitchell","74140_2","74204_1"
"933000320047351","u01_suzanne_mitchell","73733_2","73731_1"
"933000320047831","u01_suzanne_mitchell","74188_2","74168_1"
"933000320047535","u01_suzanne_mitchell","73875_2","73858_1"
"933000320047711","u01_suzanne_mitchell","74168_2","74200_1"
"933000320047539","u01_suzanne_mitchell","73686_2","73732_1"
"933000320047847","u01_suzanne_mitchell","73706_2","73668_1"
"933000320047708","u01_suzanne_mitchell","74113_2","74136_1"
"933000320047720","u01_suzanne_mitchell","73736_2","73705_1"
"933000320047356","u01_suzanne_mitchell","74200_2","74164_1"
"933000320047724","u01_suzanne_mitchell","74199_2","74188_1"
"933000320047973","u01_suzanne_mitchell","74217_4","74147_1"
"933000320047704","u01_suzanne_mitchell","74199_2","74188_1"
"933000320047701","u01_suzanne_mitchell","73853_2","73724_1"
"933000320047725","u01_suzanne_mitchell","74192_2","74169_1"
"933000320047706","u01_suzanne_mitchell","74133_2","74180_1"
"933000320047695","u01_suzanne_mitchell","74189_2","74140_1"
"933000320047357","u01_suzanne_mitchell","74200_2","74164_1"
"933000320047359","u01_suzanne_mitchell","74208_2","74217_3"
