rfid,demux_reads,mapped_read_pairs,unmapped_reads_ratio,duplication_ratio,uniq_mapped_ratio,QC_reads,QC_sex,date,file_location,missing_rate,QC_missing,heterozygosity_rate,QC_heterozygosity,coatcolor,QC_coat_color_albino,QC_pass
00077E784F,4045896,3963945,0.0129424977804669,0.094519,0.825935095711803,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.0503717,pass,0.311291206161811,pass,BROWN,pass,pass
00077E7AC5,4955775,4866408,0.0114243483612553,0.104095,0.808986889033501,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.0491389,pass,0.31555266332747,pass,ALBINO,pass,pass
00077E7B77,4489327,4410559,0.0108715627086198,0.096046,0.799759852646065,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.0484957,pass,0.320133765405521,pass,BLACK,pass,pass
00077E7C0F,2252393,2209849,0.0118636046196201,0.091652,0.818970756879461,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.0610555,pass,0.327818814375031,pass,BROWN,pass,pass
00077E7C6D,5216465,5128246,0.0107400318031464,0.095589,0.807638889554516,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.0469411,pass,0.306327805328772,pass,BLACK,pass,pass
00077E8288,2129809,2090405,0.0118517669894343,0.0938,0.79873829061667,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.058943,pass,0.316202131945768,pass,BROWN,pass,pass
00077E828B,4834899,4743939,0.011578318388864,0.094224,0.817330517142137,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.0484171,pass,0.314478482262971,pass,ALBINO,pass,pass
00077E83F8,3518739,3454891,0.0113591829345683,0.095477,0.820568533216019,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.0518971,pass,0.319006499459502,pass,ALBINO,pass,pass
00077E8410,2301232,2258517,0.0116511503403394,0.09325,0.805570450958443,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.0600865,pass,0.312828089145947,pass,BLACK,pass,pass
00077E8481,4476238,4394181,0.0116752058313253,0.094365,0.820791923932552,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.0502188,pass,0.302212088681288,pass,BROWN,pass,pass
00077E84C8,3475460,3416295,0.0106820392120755,0.093694,0.787924907781991,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.0525314,pass,0.306878621488453,pass,BROWNHOOD,pass,pass
00077E84EF,2596796,2545405,0.0121744257153816,0.093325,0.822147176751659,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.0568432,pass,0.290742621636007,pass,BLACKHOOD,pass,pass
00077E8978,2953547,2901930,0.0112994646775555,0.093275,0.786111918990962,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.0556884,pass,0.322841584343428,pass,BROWN,pass,pass
00077E89DE,9729321,9538678,0.0119044792539993,0.097257,0.824804372268116,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.0417072,pass,0.325008450959069,pass,BROWNHOOD,pass,pass
00077E8A7D,3162990,3105685,0.0114281107433157,0.093341,0.804437889465348,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.053968,pass,0.312171474896151,pass,BLACKHOOD,pass,pass
00077E8AE2,3229094,3166543,0.0120575616566133,0.093579,0.80891188054606,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.0519414,pass,0.284417892283113,pass,BROWNHOOD,pass,pass
00077E8B25,5926319,5814567,0.0115252823886126,0.095138,0.82218608211944,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.0448823,pass,0.299800637248794,pass,BLACKHOOD,pass,pass
00077E8BA6,3325086,3259818,0.0123729130614968,0.09312,0.825152191552339,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.0524737,pass,0.314448848703979,pass,ALBINO,pass,pass
00077E8C05,2767965,2714207,0.0121890992118759,0.094117,0.821551573087087,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.0557854,pass,0.324556282629369,pass,BROWN,pass,pass
00077E8DB1,2149597,2109346,0.0119296779815007,0.091259,0.796693519762076,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.0597152,pass,0.297545889421099,pass,ALBINO,pass,pass
00077E8DEE,4735197,4648179,0.011329834851644,0.093408,0.803680184794846,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.0487806,pass,0.290534089435734,pass,ALBINO,pass,pass
00077E8F53,4690622,4611008,0.0107271487661977,0.094684,0.795857777497313,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.0477179,pass,0.321779094156271,pass,BLACK,pass,pass
00077E8FAC,3048696,2989399,0.0123172333351702,0.093844,0.826974221109615,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.0542804,pass,0.299903538007051,pass,BROWNHOOD,pass,pass
00077E8FFC,2649187,2595189,0.0131436550156708,0.092795,0.813432762579614,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.0569609,pass,0.312780264168063,pass,BROWN,pass,pass
00077E9059,5511988,5404439,0.0122336986219854,0.093961,0.81662995275026,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.0457608,pass,0.315598602837366,pass,ALBINO,pass,pass
00077E9086,4802840,4708266,0.0120711912118663,0.095037,0.815995535974548,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.0476658,pass,0.30660679676147,pass,ALBINO,pass,pass
00077E9095,2229703,2187242,0.0122523044548983,0.094489,0.807853557177795,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.0584239,pass,0.322867956155384,pass,BLACKHOOD,pass,pass
00077E909A,2796668,2744917,0.0114475511573058,0.09236,0.806348483266516,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.0552676,pass,0.318016522760756,pass,BLACK,pass,pass
00077E9152,3585470,3508587,0.0130840587147571,0.094574,0.822288151901982,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.0519233,pass,0.311573516586056,pass,BLACK,pass,pass
00077E919B,2792346,2733882,0.0132549834440288,0.093386,0.814475892314205,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.0587802,pass,0.299881124867665,pass,BROWNHOOD,pass,pass
00077E91A4,4910556,4829891,0.0100518149064994,0.093465,0.811726004142912,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.0492001,pass,0.322794231398348,pass,ALBINO,pass,pass
00077E91EE,2627967,2578227,0.0120431497046957,0.092283,0.787929604899909,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.0572396,pass,0.306567341486409,pass,BLACKHOOD,pass,pass
00077E920D,2006740,1968175,0.0123713086897157,0.091984,0.785431097202428,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.0607625,pass,0.304182608391851,pass,BROWNHOOD,pass,pass
00077E922E,2459334,2410455,0.0126526124552419,0.092332,0.81905141798552,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.058059,pass,0.308815268022037,pass,ALBINO,pass,pass
00077E9275,3185362,3126687,0.0116733985022738,0.099006,0.80724263050793,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.0547232,pass,0.3094708233309,pass,BROWNHOOD,pass,pass
00077E92A7,7046672,6929872,0.0101271919567138,0.093876,0.809269467913364,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.044212,pass,0.310943342781415,pass,BLACK,pass,pass
00077E9370,4012645,3944505,0.0109612238311637,0.094806,0.790813416088391,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.0513868,pass,0.283818361717763,pass,BROWNHOOD,pass,pass
00077E9391,2536877,2489658,0.0115370197293759,0.092138,0.797780499409313,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.0568307,pass,0.311729080009587,pass,BROWNHOOD,pass,pass
00077E93C6,3082982,3023124,0.0121676026652118,0.092385,0.8155612001627,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.0550642,pass,0.290120988818973,pass,BLACKHOOD,pass,pass
00077E9490,5123887,5025631,0.0118841418633939,0.094154,0.826199719080456,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.0473925,pass,0.32076037388557,pass,ALBINO,pass,pass
00077E9968,3474539,3394760,0.0139122053314123,0.099289,0.791599403546773,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.0557962,pass,0.302083871799487,pass,BROWN,pass,pass
00077E99F4,2450943,2405627,0.0116781581619809,0.091629,0.777037450483345,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.0608224,pass,0.321610944664368,pass,BLACKHOOD,pass,pass
00077E9B87,3434038,3366628,0.0122618037424164,0.094283,0.83658538432015,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.0537018,pass,0.301398038767169,pass,BROWNHOOD,pass,pass
00077E9BF2,1573156,1540846,0.0132272323914475,0.092389,0.807434545588613,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.0671673,pass,0.319664587057971,pass,BROWNHOOD,pass,pass
00077E9DE8,2956352,2894011,0.0130527420280129,0.093033,0.809466193470872,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.0572174,pass,0.318084281397261,pass,BLACK,pass,pass
00077E9E2F,5816781,5702099,0.0122235992725186,0.093858,0.815742676232782,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.0461591,pass,0.30269940156155,pass,BLACK,pass,pass
00077E9E72,1718396,1680655,0.0139313057060189,0.092639,0.804036438632306,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.0645457,pass,0.315552300957465,pass,ALBINO,pass,pass
00077EA00B,3154358,3094676,0.0117676877513586,0.093021,0.810440190999246,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.0539659,pass,0.295718427607354,pass,BROWNHOOD,pass,pass
00078996AC,3230752,3168143,0.0120153140816751,0.092826,0.805839012093779,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.0554011,pass,0.301433507959037,pass,BROWN,pass,pass
0007899771,5424189,5308818,0.0130479413604504,0.095153,0.82292514143589,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.0478508,pass,0.31539249745836,pass,BROWN,pass,pass
00078997D8,6117143,6009179,0.0109014943740893,0.09623,0.814266071595841,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.0446794,pass,0.289165512985838,pass,ALBINO,pass,pass
00078997E1,3556193,3485856,0.0124184767249697,0.091873,0.818333678740158,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.0512245,pass,0.324355054003932,pass,BROWN,pass,pass
0007899825,4398814,4311338,0.0121708942455853,0.093828,0.817808277412957,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.0503297,pass,0.32017257586378,pass,BROWN,pass,pass
0007899868,2578107,2524283,0.0131515100032698,0.094517,0.812119318554273,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.0597744,pass,0.324709053859972,pass,BROWNHOOD,pass,pass
0007899897,1402620,1372493,0.0137036403302391,0.091244,0.805850836292082,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.0704372,pass,0.284288668691649,pass,ALBINO,pass,pass
0007899931,3220260,3159524,0.011867830547844,0.091681,0.80671079353841,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.0540888,pass,0.330752984514802,pass,BLACK,pass,pass
000789993E,4059641,3979898,0.0123398842409957,0.093961,0.816426255425049,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.0520182,pass,0.292502544353901,pass,ALBINO,pass,pass
000792994E,6262633,6142820,0.0118171542225131,0.094866,0.826053434713482,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.0453805,pass,0.332152966453329,pass,BLACKHOOD,pass,pass
0007929A41,3303130,3235527,0.0125384105378838,0.093354,0.80841474601363,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.05307,pass,0.307969854035714,pass,BLACK,pass,pass
0007929A91,2118402,2076235,0.0126640269410622,0.092474,0.814746681696864,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.0610059,pass,0.332649846301638,pass,BROWNHOOD,pass,pass
000792A09B,3181759,3110788,0.0141022623020788,0.094816,0.816165366390101,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.0558526,pass,0.322476076057877,pass,BROWN,pass,pass
000792A0FB,4131081,4056142,0.0112949855013736,0.093293,0.794420395049141,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.0517419,pass,0.306773998563006,pass,BROWN,pass,pass
000792A25F,2344722,2298761,0.0122890901352058,0.093806,0.803579699427054,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.0581632,pass,0.306206781902969,pass,BROWNHOOD,pass,pass
000792A29D,3311182,3248184,0.0118518100182956,0.095117,0.819444083713912,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.0518324,pass,0.297228534385412,pass,ALBINO,pass,pass
000792A2A4,2810219,2756694,0.0119344791277833,0.093925,0.8093794469399,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.0558454,pass,0.323035591539303,pass,BROWN,pass,pass
000792A2B8,2184149,2139097,0.0126948756701122,0.092947,0.81057519427475,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.0607438,pass,0.327610519178295,pass,BLACK,pass,pass
000792A322,1836242,1801824,0.0117283016073045,0.091355,0.780009933331228,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.0649506,pass,0.300773735632012,pass,BROWN,pass,pass
000792A33F,2693999,2644328,0.011659432687243,0.09054,0.788827130225364,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.058896,pass,0.326670255751164,pass,ALBINO,pass,pass
000792A347,6640993,6511688,0.012097889577658,0.095339,0.811976160794026,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.0441275,pass,0.343273900878249,pass,BLACK,pass,pass
000792A391,3738692,3674360,0.0107715479103387,0.092292,0.809757663910266,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.0521308,pass,0.31864256386028,pass,BROWNHOOD,pass,pass
000792A393,3165912,3098387,0.0132173604320019,0.093274,0.816215201180576,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.056152,pass,0.280587658103406,pass,ALBINO,pass,pass
000792A3A6,1806993,1772095,0.0123525658372777,0.091711,0.795048182256378,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.065044,pass,0.311855943053499,pass,BLACKHOOD,pass,pass
000792A3EF,4444360,4363378,0.0114225670287735,0.094734,0.807338964440324,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.0492037,pass,0.303956324414124,pass,BLACKHOOD,pass,pass
000792A5C9,5708980,5608052,0.0111261556355076,0.093955,0.812249210892314,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.0457014,pass,0.327650035797799,pass,BROWNHOOD,pass,pass
000792A5ED,2611348,2560900,0.0119694885553362,0.092719,0.815336178862411,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.0567418,pass,0.316253829398084,pass,BROWNHOOD,pass,pass
000792A6B3,3320724,3250196,0.0134482721237899,0.093204,0.804554819972994,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.0543197,pass,0.328669644366652,pass,BROWN,pass,pass
00079FB269,2687344,2631408,0.0129801022868676,0.094805,0.817921710060193,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.0586844,pass,0.297209270101672,pass,BROWNHOOD,pass,pass
00079FD00D,3844734,3774341,0.0116182289854123,0.097113,0.80679794753031,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.0525368,pass,0.318353892412714,pass,BROWNHOOD,pass,pass
00079FE64A,2881571,2831154,0.0110667063209617,0.093822,0.790412937942532,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.0580619,pass,0.303747811950551,pass,BROWN,pass,pass
00079FFEA7,2847594,2792420,0.0123523578150537,0.091521,0.808135569888123,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.0559983,pass,0.314378690315845,pass,BROWN,pass,pass
0007A01406,4919483,4828140,0.0116717549384763,0.095881,0.823157839960012,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.0485986,pass,0.321817931049362,pass,BLACKHOOD,pass,pass
0007A0153B,4892296,4801373,0.0115485653361939,0.097417,0.819498043454443,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.0483483,pass,0.312838694871086,pass,BLACKHOOD,pass,pass
0007D2CD05,3933420,3857278,0.0121752825785195,0.094646,0.830619791428324,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.0520246,pass,0.314798271909934,pass,BLACK,pass,pass
0007D2D146,4835211,4753696,0.0105599321311934,0.094889,0.82233381335375,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.0469515,pass,0.312385134635757,pass,BLACKHOOD,pass,pass
0007D2DFF4,2732430,2677490,0.0127974001163799,0.094592,0.820828163941986,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.0561811,pass,0.319221063690159,pass,BROWN,pass,pass
0007D30D95,2046410,2001822,0.0138017308359517,0.093222,0.790237293601966,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.0618603,pass,0.302980638865492,pass,BROWNHOOD,pass,pass
0007D3138C,4698346,4611487,0.0116172797831407,0.094805,0.821792179630874,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.0484216,pass,0.29947688522446,pass,BROWNHOOD,pass,pass
0007D3D938,4507418,4423107,0.0118835217856431,0.095386,0.821855106404598,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.0499256,pass,0.309927483391614,pass,BLACKHOOD,pass,pass
0007D48080,2386336,2341322,0.011792136564172,0.092873,0.815960325788154,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.0599563,pass,0.308152760818111,pass,BLACK,pass,pass
0007D601AF,3848823,3777108,0.0117581400859432,0.095181,0.811197085446642,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.0490582,pass,0.309099570738994,pass,BLACK,pass,pass
0007D60399,3450651,3391479,0.0106720442026736,0.093748,0.807628328683486,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.0522176,pass,0.299007168759919,pass,BROWNHOOD,pass,pass
0007D60648,3357335,3299364,0.0108459537103089,0.095044,0.785457364248727,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.0542951,pass,0.313873633633036,pass,BLACKHOOD,pass,pass
0007D60ADB,3671688,3601044,0.0122943452711668,0.093638,0.811029422979295,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.0516021,pass,0.310506267088309,pass,BROWNHOOD,pass,pass
0007D60B77,3847185,3780163,0.0107816494397852,0.093968,0.800611875956056,pass,pass,01202021,/projects/ps-palmer/hs_rats/201218_A00953_0203_BHN5HYDSXY/beagle/hs_rats_n1912_01082021_beagle.vcf.gz,0.0526501,pass,0.28782932779008,pass,ALBINO,pass,pass
