"rfid","sex","coatcolor","project_name","organism","strain","comments"
"933000320047406","M","BROWN","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320047999","M","BROWNHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320047984","M","BROWNHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320047994","M","BLACKHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320047991","M","BLACKHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320047981","M","BROWNHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320047394","F","ALBINO","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320047389","F","BLACKHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320047382","F","BLACK","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320047388","F","BROWNHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320047399","F","ALBINO","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320047380","F","BROWNHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320047404","F","BLACK","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320047405","F","BROWN","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320047402","F","BLACK","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320047424","F","BLACKHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320047413","F","BLACKHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320047420","F","BLACKHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320047416","F","BLACK","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320047407","F","BROWN","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320047415","F","BLACK","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320047422","F","BROWNHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320047990","F","BLACKHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320047418","F","ALBINO","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320047992","F","BROWN","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320047995","F","BROWNHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320047423","F","BROWNHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320047989","F","BLACKHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320047983","F","BROWNHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320047985","F","BLACKHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320047364","M","BROWN","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320047360","M","BROWNHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320047375","M","BROWN","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320047362","M","BROWN","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320047680","M","ALBINO","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320047687","M","BROWN","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320047697","M","BLACKHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320047682","M","BROWN","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320047848","M","BLACK","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320047510","M","BROWNHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320047515","M","BROWNHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320047504","M","BROWN","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320047511","M","BROWNHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320047503","M","BLACK","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320047514","M","ALBINO","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320047505","M","BLACKHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320047516","M","BROWN","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320047525","M","BLACKHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320047521","M","BLACK","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320047507","M","BLACK","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320047931","M","BROWN","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320047927","M","ALBINO","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320047929","M","BLACKHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320047933","M","BLACK","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320047368","F","BLACKHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320047353","F","BROWNHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320047365","F","BROWN","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320047358","F","BROWN","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320047693","F","ALBINO","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320047700","F","BROWN","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320047681","F","BLACK","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320047683","F","BLACKHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320047512","F","BLACK","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320047845","F","ALBINO","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320047523","F","BLACKHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320047501","F","BROWN","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320047522","F","BLACK","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320047520","F","BLACK","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320047513","F","ALBINO","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320047518","F","BROWNHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320047519","F","BROWNHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320047509","F","BROWNHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320047517","F","BROWN","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320047506","F","BLACK","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320047926","F","BROWN","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320047944","F","ALBINO","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320047930","F","BLACKHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320047946","F","BLACK","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320186813","M","BROWN","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320186824","M","ALBINO","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320186825","M","ALBINO","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320186816","M","BLACKHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320186921","M","BLACKHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320186815","M","BROWN","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320186837","M","ALBINO","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320186848","M","BROWNHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320186855","M","BLACKHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320186869","M","BROWN","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320186917","M","BLACK","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320186912","M","BLACK","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320186913","M","ALBINO","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320186907","M","BROWNHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320186914","M","BLACKHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320186909","M","ALBINO","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320186903","M","BLACKHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320186915","M","BROWNHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320186863","M","BROWNHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320186875","M","BLACK","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320186873","M","ALBINO","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320186905","M","BLACKHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320186852","M","BLACK","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320186858","M","BROWN","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320186812","F","BROWN","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320186822","F","ALBINO","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320186807","F","BROWNHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320186808","F","BLACKHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320186806","F","BROWNHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320186804","F","BLACK","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320186843","F","ALBINO","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320186834","F","BROWN","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320186870","F","BLACKHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320186854","F","BROWN","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320186923","F","BLACK","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320186916","F","BLACKHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320186908","F","BROWNHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320186925","F","BROWN","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320186902","F","ALBINO","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320186901","F","BLACKHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320186906","F","ALBINO","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320186904","F","BLACKHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320186864","F","BROWN","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320186871","F","BLACK","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320186872","F","ALBINO","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320186851","F","BROWNHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320186857","F","BLACKHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320186866","F","BROWN","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320187049","M","BROWNHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320187043","M","BLACKHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320187032","M","ALBINO","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320187040","M","BROWN","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320187026","M","BROWNHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320187030","M","BROWN","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320187062","M","ALBINO","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320187068","M","BROWNHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320187056","M","BLACK","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320187075","M","BLACKHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320187067","M","BLACK","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320187063","M","ALBINO","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320187055","M","BLACK","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320187060","M","ALBINO","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320187070","M","BLACKHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320187071","M","BROWNHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320187132","M","BROWNHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320187059","M","BLACKHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320187146","M","BROWNHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320187145","M","BLACK","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320187126","M","BLACK","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320187136","M","BROWN","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320187142","M","BLACK","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320187134","M","BROWNHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320187038","F","BROWNHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320187039","F","BLACKHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320187031","F","BROWNHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320187050","F","BLACKHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320187041","F","ALBINO","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320187029","F","BLACK","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320187073","F","BROWNHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320187028","F","BLACK","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320187066","F","BLACKHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320187061","F","BLACK","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320187051","F","BROWNHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320187074","F","ALBINO","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320187064","F","ALBINO","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320187072","F","ALBINO","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320187052","F","BLACKHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320187069","F","BROWNHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320187133","F","BROWNHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320187054","F","BROWNHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320187144","F","BROWNHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320187137","F","BLACK","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320187143","F","ALBINO","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320187135","F","BLACKHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320187138","F","ALBINO","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320187140","F","BLACKHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320048013","M","ALBINO","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320048006","M","BROWNHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320048023","F","BROWNHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320048017","F","BLACK","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320048010","M","BLACK","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320048011","M","BLACKHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320048012","F","BLACK","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320048021","F","BLACK","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320048001","M","BROWNHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320048007","M","BROWNHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320048009","F","BROWN","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320048002","F","BROWNHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320048020","M","ALBINO","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320048008","M","BROWN","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320048025","F","ALBINO","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320048004","F","ALBINO","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320187570","M","ALBINO","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320187561","M","BLACK","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320187560","F","ALBINO","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320187562","F","BLACK","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320187558","M","BROWNHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320187568","M","BROWNHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320187563","F","BROWNHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320187573","F","BROWNHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320187598","M","ALBINO","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320187595","M","BLACKHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320187586","F","BLACK","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320187588","F","BLACKHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320187585","M","BLACKHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320187592","M","BROWNHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320187582","F","BLACKHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320187589","F","BROWNHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320187579","M","ALBINO","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320187590","M","BROWNHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320187577","F","BLACKHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320187576","F","BROWNHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320048755","M","BROWN","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320048773","M","ALBINO","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320048771","F","BROWN","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320048774","F","ALBINO","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320048766","M","BLACK","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320048753","M","ALBINO","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320048761","F","BLACK","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320048751","F","ALBINO","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320048346","M","BLACK","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320048339","M","BROWNHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320048331","F","BLACK","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320048338","F","BLACKHOOD","u01_tom_jhou","rat","Heterogenous stock","NA"
"933000320046282","M","BROWN","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320045908","F","BLACK","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320045903","M","BLACK","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320045925","M","BLACKHOOD","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320045919","F","BLACKHOOD","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320045906","F","BROWNHOOD","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320046276","M","BROWNHOOD","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320045902","F","ALBINO","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320045918","M","BLACKHOOD","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320045907","M","BROWNHOOD","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320045914","F","ALBINO","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320045917","F","BLACKHOOD","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320045924","M","BROWNHOOD","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320045922","F","BROWNHOOD","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320045901","M","BLACKHOOD","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320045910","M","BROWN","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320046180","F","BLACKHOOD","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320046195","F","BROWNHOOD","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320045920","M","BROWN","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320045904","F","BROWN","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320045911","M","ALBINO","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320045912","M","BLACK","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320045921","F","BLACKHOOD","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320045915","F","ALBINO","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320045885","M","ALBINO","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320045883","M","BROWN","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320045890","F","BROWNHOOD","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320045888","F","ALBINO","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320045878","M","BROWNHOOD","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320045877","M","ALBINO","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320045880","F","BROWNHOOD","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320045882","F","BROWNHOOD","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320045892","M","BROWN","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320045889","F","BROWN","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320045898","F","BROWNHOOD","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320045891","M","BROWN","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320045881","M","BROWNHOOD","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320046056","M","BLACK","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320046074","M","BROWNHOOD","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320045900","F","BLACKHOOD","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320045884","F","BROWN","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320045897","M","BLACK","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320045893","M","BLACK","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320045896","F","BLACK","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320045895","F","BLACKHOOD","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320045886","M","BLACKHOOD","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320045887","M","BROWNHOOD","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320045894","F","BLACKHOOD","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320045899","F","BROWNHOOD","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320046063","F","BROWNHOOD","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320046055","M","ALBINO","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320046071","M","BLACKHOOD","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320046065","F","ALBINO","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320046051","F","BLACKHOOD","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320046072","M","BROWN","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320046053","M","BROWNHOOD","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320046062","F","ALBINO","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320046068","F","BROWNHOOD","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320046070","M","BLACKHOOD","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320046069","M","ALBINO","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320046058","M","ALBINO","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320046057","F","ALBINO","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320046075","F","ALBINO","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320046059","M","BLACKHOOD","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320046067","M","BROWN","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320046060","F","ALBINO","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320046064","F","BLACK","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320046052","M","ALBINO","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320046061","M","BROWNHOOD","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320046073","F","ALBINO","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320046253","F","BLACK","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320046252","M","BLACKHOOD","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320046260","M","BROWNHOOD","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320046271","F","BLACKHOOD","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320046265","F","BROWNHOOD","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320046274","M","BROWN","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320046262","M","BROWNHOOD","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320046264","F","BROWN","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320046256","F","BROWNHOOD","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320046269","M","ALBINO","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320046254","M","BROWN","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320046261","F","BLACKHOOD","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320046268","F","BROWN","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320046275","M","BLACK","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320046257","M","BROWNHOOD","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320046251","F","BLACK","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320046255","F","BROWNHOOD","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320046258","M","BLACK","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320046259","M","BLACK","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320046270","F","BLACK","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320046263","F","BLACK","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320046196","M","ALBINO","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320046179","M","BLACK","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320046266","F","ALBINO","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320046267","F","BROWNHOOD","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320046190","M","BROWNHOOD","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320046188","M","BLACKHOOD","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320046184","F","BROWN","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320046182","F","BLACKHOOD","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320046181","F","BLACKHOOD","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320046037","M","BLACK","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320046762","M","BROWNHOOD","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
"933000320046034","F","BLACK","u01_suzanne_mitchell","rat","Heterogenous stock","NA"
