"rfid","sex","coatcolor"
"933000120138465","M","ALBINO"
"933000120138477","F","ALBINO"
"933000120138472","M","BLACKHOOD"
"933000120138376","F","BLACKHOOD"
"933000120138359","M","ALBINO"
"933000120138539","M","BLACKHOOD"
"933000120138372","F","ALBINO"
"933000120138360","F","BLACKHOOD"
"933000120138369","M","BROWNHOOD"
"933000120138365","F","BLACK"
"933000120138380","M","BROWNHOOD"
"933000120138373","F","BROWNHOOD"
"933000120138364","F","BROWNHOOD"
"933000120138550","M","BLACKHOOD"
"933000120138357","M","BROWN"
"933000120138361","F","ALBINO"
"933000120138367","F","BLACKHOOD"
"933000120138362","M","BLACK"
"933000120138536","F","BLACK"
"933000120138374","M","BLACKHOOD"
"933000120138535","F","BROWNHOOD"
"933000120138542","M","BLACKHOOD"
"933000120138531","F","BLACKHOOD"
"933000120138543","F","BLACKHOOD"
"933000120138547","M","BROWN"
"933000120138540","M","BROWN"
"933000120138553","M","BROWNHOOD"
"933000320046291","M","BLACKHOOD"
"933000320045943","M","BROWNHOOD"
"933000320045947","F","BROWNHOOD"
"933000320045940","F","BROWNHOOD"
"933000320045929","M","BROWN"
"933000320045932","M","BLACK"
"933000320045935","F","BLACK"
"933000320045928","F","BLACK"
"933000320046784","M","BLACKHOOD"
"933000320046800","F","BROWN"
"933000320046780","M","BLACK"
"933000320046294","F","BLACK"
"933000320046794","M","ALBINO"
"933000320046792","M","ALBINO"
"933000320046788","F","ALBINO"
"933000320046789","F","ALBINO"
"933000320046798","M","ALBINO"
"933000320046791","M","BROWNHOOD"
"933000320046782","F","ALBINO"
"933000320046793","F","BROWNHOOD"
"933000320046776","M","BLACKHOOD"
"933000320046790","F","BLACKHOOD"
"933000320046796","M","BROWNHOOD"
"933000320046779","F","BROWNHOOD"
"933000320046799","M","BLACKHOOD"
"933000320046781","F","BLACKHOOD"
"933000320046778","M","BLACK"
"933000320046795","F","BLACK"
"933000320046777","M","ALBINO"
"933000320046787","M","BROWNHOOD"
"933000320046797","F","BROWN"
"933000320046785","M","ALBINO"
"933000320046289","M","BROWNHOOD"
"933000320046290","F","BROWN"
"933000320046300","F","BROWNHOOD"
"933000320046297","M","BLACK"
"933000320046295","M","BROWN"
"933000320046280","F","ALBINO"
"933000320046283","F","BLACK"
"933000320046281","M","ALBINO"
"933000320046286","M","BLACKHOOD"
"933000320046287","M","BROWN"
"933000320046279","F","BROWN"
"933000320046285","F","BROWNHOOD"
"933000320046296","M","BROWNHOOD"
"933000320046277","F","BLACKHOOD"
"933000320046278","F","BROWN"
"933000320046293","F","ALBINO"
"933000320045638","M","BROWNHOOD"
"933000320045645","M","BROWNHOOD"
"933000320045650","F","BROWNHOOD"
"933000320045648","F","BROWNHOOD"
"933000320045633","M","BLACK"
"933000320045629","M","BROWN"
"933000320045635","F","BLACK"
"933000320045641","F","BLACK"
"933000320045642","M","BROWN"
"933000320045646","M","ALBINO"
"933000320045627","F","BROWNHOOD"
"933000320046404","F","BROWNHOOD"
"933000320046405","M","BROWN"
"933000320046410","M","BROWNHOOD"
"933000320046414","F","BROWN"
"933000320046421","F","ALBINO"
"933000320046411","M","BLACKHOOD"
"933000320046403","M","ALBINO"
"933000320046402","F","BROWN"
"933000320046419","F","BROWNHOOD"
"933000320046418","M","BLACKHOOD"
"933000320046406","M","BROWN"
"933000320046409","F","BLACK"
"933000320046412","F","BROWN"
"933000320046413","M","ALBINO"
"933000320046401","M","BLACKHOOD"
"933000320046408","F","ALBINO"
"933000320045979","F","BROWN"
"933000320046415","M","BLACK"
"933000320046416","M","BLACKHOOD"
"933000320046422","F","BLACK"
"933000320046423","F","BLACKHOOD"
"933000320046424","M","ALBINO"
"933000320046407","F","BLACKHOOD"
"933000320045986","M","BLACKHOOD"
"933000320045977","F","BLACKHOOD"
"933000320045987","M","BLACKHOOD"
"933000320045982","M","BLACK"
"933000320045981","F","BLACKHOOD"
"933000320045996","F","BROWNHOOD"
"933000320045999","M","BLACK"
"933000320045989","F","BLACKHOOD"
"933000320045991","M","BROWN"
"933000320045983","F","BROWNHOOD"
"933000320045980","M","BLACKHOOD"
"933000320046000","M","BROWNHOOD"
"933000320045984","F","BROWN"
"933000320045976","F","BROWNHOOD"
"933000320046738","M","BLACKHOOD"
"933000320046732","M","BROWNHOOD"
"933000320046728","F","BLACKHOOD"
"933000320046749","F","BROWNHOOD"
"933000320046733","M","BROWN"
"933000320046740","M","BLACK"
"933000320046750","F","BLACKHOOD"
"933000320046731","F","BLACKHOOD"
"933000320046730","M","ALBINO"
"933000320046743","M","BROWNHOOD"
"933000320046744","F","ALBINO"
"933000320046745","F","BROWN"
"933000320046746","M","ALBINO"
"933000320046736","M","BROWN"
"933000320046742","F","ALBINO"
"933000320046727","F","BROWN"
"933000320046726","M","ALBINO"
"933000320046741","M","BROWNHOOD"
"933000320046631","F","BLACKHOOD"
"933000320046748","F","BROWNHOOD"
"933000320046635","M","BLACKHOOD"
"933000320046643","M","BROWNHOOD"
"933000320046626","F","BLACKHOOD"
"933000320046628","F","BROWNHOOD"
"933000320046640","M","BROWN"
"933000320046629","M","ALBINO"
"933000320046645","F","BROWNHOOD"
"933000320046639","F","ALBINO"
"933000320046646","M","BROWNHOOD"
"933000320046630","F","BROWNHOOD"
"933000320046650","F","BROWN"
"933000320046632","M","ALBINO"
"933000320046636","M","ALBINO"
"933000320046634","F","BROWN"
"933000320046642","F","ALBINO"
"933000320046647","M","ALBINO"
"933000320046633","M","ALBINO"
"933000320046641","M","BROWN"
"933000320046644","F","BLACKHOOD"
"933000320046649","F","BROWNHOOD"
"933000320046164","M","BLACKHOOD"
"933000320046163","M","BLACKHOOD"
"933000320046638","F","ALBINO"
"933000320046637","F","BLACKHOOD"
"933000320046162","M","ALBINO"
"933000320046160","M","BROWN"
"933000320046155","F","ALBINO"
"933000320046157","F","BROWN"
"933000320046039","M","ALBINO"
"933000320046043","M","BLACKHOOD"
"933000320046031","F","ALBINO"
"933000320046487","F","BROWNHOOD"
"933000320045825","M","ALBINO"
"933000320045810","M","BROWNHOOD"
"933000320045814","F","ALBINO"
"933000320045807","F","BROWN"
"933000320045801","M","BROWNHOOD"
"933000320045816","M","BROWNHOOD"
"933000320045806","F","BROWNHOOD"
"933000320045813","F","BROWNHOOD"
"933000320045823","M","BLACKHOOD"
"933000320045819","M","BROWNHOOD"
"933000320045817","F","BLACK"
"933000320045808","F","BLACKHOOD"
"933000320046557","M","BROWN"
"933000320046562","F","BROWNHOOD"
"933000320046554","M","ALBINO"
"933000320046556","F","BLACKHOOD"
"933000320046567","M","BLACKHOOD"
"933000320046751","F","ALBINO"
"933000320046308","M","ALBINO"
"933000320046325","M","BROWN"
"933000320046309","F","BROWN"
"933000320046321","F","BROWN"
"933000320046314","M","BLACKHOOD"
"933000320046320","F","BLACKHOOD"
"933000320046317","M","BLACKHOOD"
"933000320046316","M","BROWNHOOD"
"933000320046311","F","BLACKHOOD"
"933000320046312","F","BROWNHOOD"
"933000320046322","M","BLACKHOOD"
"933000320046304","M","ALBINO"
"933000320046324","F","BLACKHOOD"
"933000320046307","F","ALBINO"
"933000320046315","M","BROWN"
"933000320046480","M","BLACKHOOD"
"933000320046319","F","BROWN"
"933000320046305","F","BROWNHOOD"
"933000320046302","M","BROWNHOOD"
"933000320046318","M","ALBINO"
"933000320046303","F","BLACKHOOD"
"933000320046306","F","ALBINO"
"933000320046372","M","ALBINO"
"933000320046371","M","BROWN"
"933000320046358","F","BROWN"
"933000320046365","F","BLACK"
"933000320046515","M","BLACKHOOD"
"933000320046525","M","ALBINO"
"933000320046506","F","BLACKHOOD"
"933000320046510","F","ALBINO"
"933000320046507","M","BROWNHOOD"
"933000320046501","M","ALBINO"
"933000320046508","F","BROWN"
"933000320046505","F","BLACKHOOD"
"933000320046516","M","BLACKHOOD"
"933000320046523","M","ALBINO"
"933000320046504","F","BLACKHOOD"
"933000320046509","F","ALBINO"
"933000320046511","M","BROWNHOOD"
"933000320046513","M","BLACKHOOD"
"933000320046461","F","BLACKHOOD"
"933000320046512","F","BROWNHOOD"
"933000320046502","M","BROWNHOOD"
"933000320046517","M","BLACKHOOD"
"933000320046514","F","BROWNHOOD"
"933000320046680","F","BLACKHOOD"
"933000320046681","M","BROWNHOOD"
"933000320046678","M","BLACK"
"933000320046677","F","BROWN"
"933000320046695","F","BLACK"
"933000320046696","M","ALBINO"
"933000320046679","M","BROWNHOOD"
"933000320046694","F","ALBINO"
"933000320046690","F","BROWNHOOD"
"933000320046687","M","BLACK"
"933000320046688","M","BLACKHOOD"
"933000320046683","F","BROWN"
"933000320046684","F","BROWNHOOD"
"933000320046689","M","ALBINO"
"933000320046697","M","BLACKHOOD"
"933000320046682","F","ALBINO"
"933000320046676","F","BLACKHOOD"
"933000320046472","M","BROWNHOOD"
"933000320046685","M","BLACK"
"933000320046691","F","BROWNHOOD"
"933000320046456","F","BLACKHOOD"
"933000320046470","M","ALBINO"
"933000320046455","M","BLACKHOOD"
"933000320046459","F","BROWN"
"933000320046465","F","BLACKHOOD"
"933000320046466","M","BROWNHOOD"
"933000320046451","M","BROWN"
"933000320046473","F","BROWNHOOD"
"933000320046467","F","BLACKHOOD"
"933000320047614","M","BLACK"
"933000320047624","M","ALBINO"
"933000320047314","M","ALBINO"
"933000320047303","M","BROWNHOOD"
"933000320047617","M","BLACK"
"933000320047625","M","BLACKHOOD"
"933000320047603","M","BLACK"
"933000320047623","M","BROWNHOOD"
"933000320047613","M","BLACK"
"933000320047642","M","BLACKHOOD"
"933000320047637","M","BLACKHOOD"
"933000320047650","M","BROWN"
"933000320047631","M","BLACKHOOD"
"933000320047643","M","BLACK"
"933000320047627","M","BLACKHOOD"
"933000320047647","M","BROWN"
"933000320047774","M","BLACKHOOD"
"933000320047761","M","BROWN"
"933000320047763","M","BROWNHOOD"
"933000320047765","M","BLACK"
"933000320047789","M","BLACKHOOD"
"933000320047793","M","ALBINO"
"933000320046891","M","BLACKHOOD"
"933000320046886","M","BROWN"
"933000320047621","F","ALBINO"
"933000320047310","F","BROWNHOOD"
"933000320047315","F","ALBINO"
"933000320047317","F","BLACK"
"933000320047608","F","BROWN"
"933000320047620","F","BLACKHOOD"
"933000320047604","F","BLACK"
"933000320047602","F","BROWNHOOD"
"933000320047607","F","BLACK"
"933000320047618","F","ALBINO"
"933000320047629","F","BLACKHOOD"
"933000320047648","F","BROWN"
"933000320047628","F","BLACKHOOD"
"933000320047641","F","BLACK"
"933000320047644","F","ALBINO"
"933000320047630","F","BROWN"
"933000320047772","F","BLACKHOOD"
"933000320047751","F","BLACK"
"933000320047766","F","BROWNHOOD"
"933000320047773","F","ALBINO"
"933000320047787","F","BLACKHOOD"
"933000320047778","F","ALBINO"
"933000320047796","F","BROWN"
"933000320047792","F","BROWNHOOD"
"933000320046976","M","BLACK"
"933000320047433","M","BROWNHOOD"
"933000320047438","M","BLACKHOOD"
"933000320047434","M","BROWNHOOD"
"933000320047447","M","ALBINO"
"933000320047436","M","BROWN"
"933000320047445","M","BROWN"
"933000320047442","M","BLACKHOOD"
"933000320047441","M","BLACKHOOD"
"933000320047450","M","BROWNHOOD"
"933000320047431","M","BLACK"
"933000320047426","M","ALBINO"
"933000320047427","M","BLACK"
"933000320046868","M","BROWN"
"933000320046864","M","BLACKHOOD"
"933000320046863","M","BROWN"
"933000320046862","M","BLACK"
"933000320046854","M","BROWNHOOD"
"933000320046865","M","BLACKHOOD"
"933000320046859","M","BLACK"
"933000320046856","M","BLACKHOOD"
"933000320046866","M","BROWN"
"933000320046858","M","BROWN"
"933000320046873","M","BLACKHOOD"
"933000320047437","F","BLACK"
"933000320047430","F","BROWNHOOD"
"933000320047429","F","BLACKHOOD"
"933000320047448","F","BROWNHOOD"
"933000320047449","F","BLACKHOOD"
"933000320047439","F","BROWN"
"933000320047444","F","BLACK"
"933000320047440","F","ALBINO"
"933000320047446","F","BROWNHOOD"
"933000320047443","F","BROWN"
"933000320047428","F","BROWN"
"933000320047432","F","BLACKHOOD"
"933000320046852","F","BLACK"
"933000320046860","F","BROWN"
"933000320046870","F","BROWN"
"933000320046857","F","BROWNHOOD"
"933000320046869","F","BLACK"
"933000320046875","F","BLACKHOOD"
"933000320046867","F","BLACKHOOD"
"933000320046851","F","ALBINO"
"933000320046855","F","BLACKHOOD"
"933000320046861","F","BROWNHOOD"
"933000320046874","F","BROWN"
"933000320046871","F","BROWNHOOD"
"933000320047396","M","ALBINO"
"933000320047395","M","BLACKHOOD"
"933000320047377","M","ALBINO"
"933000320047391","M","BROWN"
"933000320047379","M","BLACKHOOD"
"933000320047390","M","BROWNHOOD"
"933000320047398","M","ALBINO"
"933000320047378","M","BLACK"
"933000320047425","M","ALBINO"
"933000320047421","M","BLACK"
"933000320047419","M","BLACKHOOD"
"933000320047414","M","BLACKHOOD"
"933000320047409","M","BLACK"
"933000320047403","M","BROWN"
"933000320047412","M","ALBINO"
"933000320047417","M","BLACK"
"933000320047988","M","BLACKHOOD"
"933000320047993","M","ALBINO"
"933000320047406","M","BROWN"
"933000320047999","M","BROWNHOOD"
"933000320047984","M","BROWNHOOD"
"933000320047994","M","BLACKHOOD"
"933000320047991","M","BLACKHOOD"
"933000320047981","M","BROWNHOOD"
"933000320047394","F","ALBINO"
"933000320047389","F","BLACKHOOD"
"933000320047382","F","BLACK"
"933000320047388","F","BROWNHOOD"
"933000320047399","F","ALBINO"
"933000320047380","F","BROWNHOOD"
"933000320047404","F","BLACK"
"933000320047405","F","BROWN"
"933000320047402","F","BLACK"
"933000320047424","F","BLACKHOOD"
"933000320047413","F","BLACKHOOD"
"933000320047420","F","BLACKHOOD"
"933000320047416","F","BLACK"
"933000320047407","F","BROWN"
"933000320047415","F","BLACK"
"933000320047422","F","BROWNHOOD"
"933000320047990","F","BLACKHOOD"
"933000320047418","F","ALBINO"
"933000320047992","F","BROWN"
"933000320047995","F","BROWNHOOD"
"933000320047423","F","BROWNHOOD"
"933000320047989","F","BLACKHOOD"
"933000320047983","F","BROWNHOOD"
"933000320047985","F","BLACKHOOD"
"933000320047364","M","BROWN"
"933000320047360","M","BROWNHOOD"
"933000320047375","M","BROWN"
"933000320047362","M","BROWN"
"933000320047680","M","ALBINO"
"933000320047687","M","BROWN"
"933000320047697","M","BLACKHOOD"
"933000320047682","M","BROWN"
"933000320047848","M","BLACK"
"933000320047510","M","BROWNHOOD"
"933000320047515","M","BROWNHOOD"
"933000320047504","M","BROWN"
"933000320047511","M","BROWNHOOD"
"933000320047503","M","BLACK"
"933000320047514","M","ALBINO"
"933000320047505","M","BLACKHOOD"
"933000320047516","M","BROWN"
"933000320047525","M","BLACKHOOD"
"933000320047521","M","BLACK"
"933000320047507","M","BLACK"
"933000320047931","M","BROWN"
"933000320047927","M","ALBINO"
"933000320047929","M","BLACKHOOD"
"933000320047933","M","BLACK"
"933000320047368","F","BLACKHOOD"
"933000320047353","F","BROWNHOOD"
"933000320047365","F","BROWN"
"933000320047358","F","BROWN"
"933000320047693","F","ALBINO"
"933000320047700","F","BROWN"
"933000320047681","F","BLACK"
"933000320047683","F","BLACKHOOD"
"933000320047512","F","BLACK"
"933000320047845","F","ALBINO"
"933000320047523","F","BLACKHOOD"
"933000320047501","F","BROWN"
"933000320047522","F","BLACK"
"933000320047520","F","BLACK"
"933000320047513","F","ALBINO"
"933000320047518","F","BROWNHOOD"
"933000320047519","F","BROWNHOOD"
"933000320047509","F","BROWNHOOD"
"933000320047517","F","BROWN"
"933000320047506","F","BLACK"
"933000320047926","F","BROWN"
"933000320047944","F","ALBINO"
"933000320047930","F","BLACKHOOD"
"933000320047946","F","BLACK"
"933000320186813","M","BROWN"
"933000320186824","M","ALBINO"
"933000320186825","M","ALBINO"
"933000320186816","M","BLACKHOOD"
"933000320186921","M","BLACKHOOD"
"933000320186815","M","BROWN"
"933000320186837","M","ALBINO"
"933000320186848","M","BROWNHOOD"
"933000320186855","M","BLACKHOOD"
"933000320186869","M","BROWN"
"933000320186917","M","BLACK"
"933000320186912","M","BLACK"
"933000320186913","M","ALBINO"
"933000320186907","M","BROWNHOOD"
"933000320186914","M","BLACKHOOD"
"933000320186909","M","ALBINO"
"933000320186903","M","BLACKHOOD"
"933000320186915","M","BROWNHOOD"
"933000320186863","M","BROWNHOOD"
"933000320186875","M","BLACK"
"933000320186873","M","ALBINO"
"933000320186905","M","BLACKHOOD"
"933000320186852","M","BLACK"
"933000320186858","M","BROWN"
"933000320186812","F","BROWN"
"933000320186822","F","ALBINO"
"933000320186807","F","BROWNHOOD"
"933000320186808","F","BLACKHOOD"
"933000320186806","F","BROWNHOOD"
"933000320186804","F","BLACK"
"933000320186843","F","ALBINO"
"933000320186834","F","BROWN"
"933000320186870","F","BLACKHOOD"
"933000320186854","F","BROWN"
"933000320186923","F","BLACK"
"933000320186916","F","BLACKHOOD"
"933000320186908","F","BROWNHOOD"
"933000320186925","F","BROWN"
"933000320186902","F","ALBINO"
"933000320186901","F","BLACKHOOD"
"933000320186906","F","ALBINO"
"933000320186904","F","BLACKHOOD"
"933000320186864","F","BROWN"
"933000320186871","F","BLACK"
"933000320186872","F","ALBINO"
"933000320186851","F","BROWNHOOD"
"933000320186857","F","BLACKHOOD"
"933000320186866","F","BROWN"
"933000320187049","M","BROWNHOOD"
"933000320187043","M","BLACKHOOD"
"933000320187032","M","ALBINO"
"933000320187040","M","BROWN"
"933000320187026","M","BROWNHOOD"
"933000320187030","M","BROWN"
"933000320187062","M","ALBINO"
"933000320187068","M","BROWNHOOD"
"933000320187056","M","BLACK"
"933000320187075","M","BLACKHOOD"
"933000320187067","M","BLACK"
"933000320187063","M","ALBINO"
"933000320187055","M","BLACK"
"933000320187060","M","ALBINO"
"933000320187070","M","BLACKHOOD"
"933000320187071","M","BROWNHOOD"
"933000320187132","M","BROWNHOOD"
"933000320187059","M","BLACKHOOD"
"933000320187146","M","BROWNHOOD"
"933000320187145","M","BLACK"
"933000320187126","M","BLACK"
"933000320187136","M","BROWN"
"933000320187142","M","BLACK"
"933000320187134","M","BROWNHOOD"
"933000320187038","F","BROWNHOOD"
"933000320187039","F","BLACKHOOD"
"933000320187031","F","BROWNHOOD"
"933000320187050","F","BLACKHOOD"
"933000320187041","F","ALBINO"
"933000320187029","F","BLACK"
"933000320187073","F","BROWNHOOD"
"933000320187028","F","BLACK"
"933000320187066","F","BLACKHOOD"
"933000320187061","F","BLACK"
"933000320187051","F","BROWNHOOD"
"933000320187074","F","ALBINO"
"933000320187064","F","ALBINO"
"933000320187072","F","ALBINO"
"933000320187052","F","BLACKHOOD"
"933000320187069","F","BROWNHOOD"
"933000320187133","F","BROWNHOOD"
"933000320187054","F","BROWNHOOD"
"933000320187144","F","BROWNHOOD"
"933000320187137","F","BLACK"
"933000320187143","F","ALBINO"
"933000320187135","F","BLACKHOOD"
"933000320187138","F","ALBINO"
"933000320187140","F","BLACKHOOD"
"933000320048013","M","ALBINO"
"933000320048006","M","BROWNHOOD"
"933000320048023","F","BROWNHOOD"
"933000320048017","F","BLACK"
"933000320048010","M","BLACK"
"933000320048011","M","BLACKHOOD"
"933000320048012","F","BLACK"
"933000320048021","F","BLACK"
"933000320048001","M","BROWNHOOD"
"933000320048007","M","BROWNHOOD"
"933000320048009","F","BROWN"
"933000320048002","F","BROWNHOOD"
"933000320048020","M","ALBINO"
"933000320048008","M","BROWN"
"933000320048025","F","ALBINO"
"933000320048004","F","ALBINO"
"933000320187570","M","ALBINO"
"933000320187561","M","BLACK"
"933000320187560","F","ALBINO"
"933000320187562","F","BLACK"
"933000320187558","M","BROWNHOOD"
"933000320187568","M","BROWNHOOD"
"933000320187563","F","BROWNHOOD"
"933000320187573","F","BROWNHOOD"
"933000320187598","M","ALBINO"
"933000320187595","M","BLACKHOOD"
"933000320187586","F","BLACK"
"933000320187588","F","BLACKHOOD"
"933000320187585","M","BLACKHOOD"
"933000320187592","M","BROWNHOOD"
"933000320187582","F","BLACKHOOD"
"933000320187589","F","BROWNHOOD"
"933000320187579","M","ALBINO"
"933000320187590","M","BROWNHOOD"
"933000320187577","F","BLACKHOOD"
"933000320187576","F","BROWNHOOD"
"933000320048755","M","BROWN"
"933000320048773","M","ALBINO"
"933000320048771","F","BROWN"
"933000320048774","F","ALBINO"
"933000320048766","M","BLACK"
"933000320048753","M","ALBINO"
"933000320048761","F","BLACK"
"933000320048751","F","ALBINO"
"933000320048346","M","BLACK"
"933000320048339","M","BROWNHOOD"
"933000320048331","F","BLACK"
"933000320048338","F","BLACKHOOD"
"933000320046282","M","BROWN"
"933000320045908","F","BLACK"
"933000320045903","M","BLACK"
"933000320045925","M","BLACKHOOD"
"933000320045919","F","BLACKHOOD"
"933000320045906","F","BROWNHOOD"
"933000320046276","M","BROWNHOOD"
"933000320045902","F","ALBINO"
"933000320045918","M","BLACKHOOD"
"933000320045907","M","BROWNHOOD"
"933000320045914","F","ALBINO"
"933000320045917","F","BLACKHOOD"
"933000320045924","M","BROWNHOOD"
"933000320045922","F","BROWNHOOD"
"933000320045901","M","BLACKHOOD"
"933000320045910","M","BROWN"
"933000320046180","F","BLACKHOOD"
"933000320046195","F","BROWNHOOD"
"933000320045920","M","BROWN"
"933000320045904","F","BROWN"
"933000320045911","M","ALBINO"
"933000320045912","M","BLACK"
"933000320045921","F","BLACKHOOD"
"933000320045915","F","ALBINO"
"933000320045885","M","ALBINO"
"933000320045883","M","BROWN"
"933000320045890","F","BROWNHOOD"
"933000320045888","F","ALBINO"
"933000320045878","M","BROWNHOOD"
"933000320045877","M","ALBINO"
"933000320045880","F","BROWNHOOD"
"933000320045882","F","BROWNHOOD"
"933000320045892","M","BROWN"
"933000320045889","F","BROWN"
"933000320045898","F","BROWNHOOD"
"933000320045891","M","BROWN"
"933000320045881","M","BROWNHOOD"
"933000320046056","M","BLACK"
"933000320046074","M","BROWNHOOD"
"933000320045900","F","BLACKHOOD"
"933000320045884","F","BROWN"
"933000320045897","M","BLACK"
"933000320045893","M","BLACK"
"933000320045896","F","BLACK"
"933000320045895","F","BLACKHOOD"
"933000320045886","M","BLACKHOOD"
"933000320045887","M","BROWNHOOD"
"933000320045894","F","BLACKHOOD"
"933000320045899","F","BROWNHOOD"
"933000320046063","F","BROWNHOOD"
"933000320046055","M","ALBINO"
"933000320046071","M","BLACKHOOD"
"933000320046065","F","ALBINO"
"933000320046051","F","BLACKHOOD"
"933000320046072","M","BROWN"
"933000320046053","M","BROWNHOOD"
"933000320046062","F","ALBINO"
"933000320046068","F","BROWNHOOD"
"933000320046070","M","BLACKHOOD"
"933000320046069","M","ALBINO"
"933000320046058","M","ALBINO"
"933000320046057","F","ALBINO"
"933000320046075","F","ALBINO"
"933000320046059","M","BLACKHOOD"
"933000320046067","M","BROWN"
"933000320046060","F","ALBINO"
"933000320046064","F","BLACK"
"933000320046052","M","ALBINO"
"933000320046061","M","BROWNHOOD"
"933000320046073","F","ALBINO"
"933000320046253","F","BLACK"
"933000320046252","M","BLACKHOOD"
"933000320046260","M","BROWNHOOD"
"933000320046271","F","BLACKHOOD"
"933000320046265","F","BROWNHOOD"
"933000320046274","M","BROWN"
"933000320046262","M","BROWNHOOD"
"933000320046264","F","BROWN"
"933000320046256","F","BROWNHOOD"
"933000320046269","M","ALBINO"
"933000320046254","M","BROWN"
"933000320046261","F","BLACKHOOD"
"933000320046268","F","BROWN"
"933000320046275","M","BLACK"
"933000320046257","M","BROWNHOOD"
"933000320046251","F","BLACK"
"933000320046255","F","BROWNHOOD"
"933000320046258","M","BLACK"
"933000320046259","M","BLACK"
"933000320046270","F","BLACK"
"933000320046263","F","BLACK"
"933000320046196","M","ALBINO"
"933000320046179","M","BLACK"
"933000320046266","F","ALBINO"
"933000320046267","F","BROWNHOOD"
"933000320046190","M","BROWNHOOD"
"933000320046188","M","BLACKHOOD"
"933000320046184","F","BROWN"
"933000320046182","F","BLACKHOOD"
"933000320046181","F","BLACKHOOD"
"933000320046037","M","BLACK"
"933000320046762","M","BROWNHOOD"
"933000320046034","F","BLACK"
"933000320046041","F","BLACKHOOD"
"933000320046032","M","BLACKHOOD"
"933000320046050","M","BROWNHOOD"
"933000320046038","F","ALBINO"
"933000320046048","F","BROWNHOOD"
"933000320046045","M","BLACKHOOD"
"933000320046027","M","ALBINO"
"933000320046046","F","BLACKHOOD"
"933000320046047","F","BROWN"
"933000320045803","F","ALBINO"
"933000320045821","F","BLACK"
"933000320045822","M","ALBINO"
"933000320045804","M","BROWNHOOD"
"933000320045812","F","BROWNHOOD"
"933000320046564","M","BROWN"
"933000320046769","M","BROWNHOOD"
"933000320046571","F","BROWN"
"933000320046575","F","BROWNHOOD"
"933000320046572","M","ALBINO"
"933000320046561","M","BLACKHOOD"
"933000320046555","F","ALBINO"
"933000320046553","F","BLACKHOOD"
"933000320046569","M","BLACKHOOD"
"933000320046573","F","BLACK"
"933000320046775","M","BLACKHOOD"
"933000320046752","M","ALBINO"
"933000320046772","M","BLACKHOOD"
"933000320046757","F","BLACKHOOD"
"933000320046768","F","ALBINO"
"933000320046766","F","BROWNHOOD"
"933000320046753","F","BROWNHOOD"
"933000320046758","M","BROWNHOOD"
"933000320046756","M","BROWNHOOD"
"933000320046759","F","BROWNHOOD"
"933000320046771","F","BROWNHOOD"
"933000320046763","M","ALBINO"
"933000320046761","M","BLACKHOOD"
"933000320046755","F","ALBINO"
"933000320046764","F","BLACKHOOD"
"933000320046767","M","BROWN"
"933000320046760","M","BLACK"
"933000320046770","F","BROWNHOOD"
"933000320046774","F","BLACK"
"933000320046362","M","BROWN"
"933000320046368","M","BROWNHOOD"
"933000320046369","F","ALBINO"
"933000320046375","F","BROWNHOOD"
"933000320046493","M","BROWN"
"933000320046353","M","BROWNHOOD"
"933000320046367","F","ALBINO"
"933000320046359","F","BROWNHOOD"
"933000320046478","M","BLACKHOOD"
"933000320046361","M","BLACKHOOD"
"933000320046373","F","BLACKHOOD"
"933000320046355","F","BLACKHOOD"
"933000320046484","M","BLACKHOOD"
"933000320046356","M","BLACK"
"933000320046360","F","BLACKHOOD"
"933000320046370","F","BROWN"
"933000320046347","M","BLACKHOOD"
"933000320046351","M","BROWNHOOD"
"933000320046340","F","BLACKHOOD"
"933000320046332","F","BROWNHOOD"
"933000320046339","M","ALBINO"
"933000320046346","M","BLACK"
"933000320046343","F","ALBINO"
"933000320046348","F","BROWNHOOD"
"933000320046330","M","BLACKHOOD"
"933000320046326","M","BROWNHOOD"
"933000320046334","M","BLACK"
"933000320046335","M","BROWN"
"933000320046341","F","BROWN"
"933000320046331","F","BLACK"
"933000320046337","M","BLACKHOOD"
"933000320046338","M","ALBINO"
"933000320046327","F","BROWNHOOD"
"933000320046333","F","ALBINO"
"933000320046329","M","ALBINO"
"933000320046342","M","BROWN"
"933000320046344","F","BLACK"
"933000320046349","F","BROWN"
"933000320046490","M","BROWNHOOD"
"933000320046492","F","ALBINO"
"933000320046482","F","BROWNHOOD"
"933000320046498","M","ALBINO"
"933000320046500","M","BROWN"
"933000320046495","F","ALBINO"
"933000320046481","F","BLACK"
"933000320046497","M","BLACKHOOD"
"933000320046488","M","BROWNHOOD"
"933000320046494","F","BLACKHOOD"
"933000320046496","F","BROWNHOOD"
"933000320046485","M","BLACK"
"933000320046491","F","BROWN"
"933000320046483","F","ALBINO"
"933000320046486","F","BLACKHOOD"
"933000320046479","F","BLACK"
"933000320045769","F","BLACKHOOD"
"933000320045759","F","BROWNHOOD"
"933000320045772","F","BROWN"
"933000320045768","F","BLACKHOOD"
"933000320045760","M","BROWN"
"933000320045751","M","BROWNHOOD"
"933000320045761","F","BROWN"
"933000320045757","F","BROWNHOOD"
"933000320045756","F","BLACK"
"933000320045766","F","BROWN"
"933000320047645","M","BLACKHOOD"
"933000320047646","M","BROWN"
"933000320047638","M","BLACKHOOD"
"933000320047649","M","BLACK"
