"","id_f51","cc","sex","fam_no","dob","home_cage","sire_id","dam_id","transpondernumber","sw_id","generation","ear_punch","sire_sw_id","dam_sw_id"
"2448","69661_1",NA,"M",NA,NA,NA,"68677_1","68786_2",NA,"HSM02213","2200",NA,"HSM02113","HSF02115"
"2449","69764_1",NA,"M",NA,NA,NA,"69030_1","68789_2",NA,"HSM02214","2200",NA,"HSM02114","HSF02152"
"2450","69408_1",NA,"M",NA,NA,NA,"68786_1","68668_2",NA,"HSM02215","2200",NA,"HSM02115","HSF02103"
"2451","69514_1",NA,"M",NA,NA,NA,"68678_1","69030_2",NA,"HSM02216","2200",NA,"HSM02116","HSF02114"
"2452","69451_1",NA,"M",NA,NA,NA,"68679_1","68675_2",NA,"HSM02217","2200",NA,"HSM02117","HSF02111"
"2453","69631_1",NA,"M",NA,NA,NA,"69031_1","68702_2",NA,"HSM02218","2200",NA,"HSM02118","HSF02145"
"2454","69409_1",NA,"M",NA,NA,NA,"68680_1","68704_2",NA,"HSM02219","2200",NA,"HSM02119","HSF02149"
"2455","69314_1",NA,"M",NA,NA,NA,"68681_1","68671_2",NA,"HSM02220","2200",NA,"HSM02120","HSF02107"
"2456","69410_1",NA,"M",NA,NA,NA,"68682_1","68715_2",NA,"HSM02221","2200",NA,"HSM02121","HSF02164"
"2457","69630_1",NA,"M",NA,NA,NA,"68683_1","68674_2",NA,"HSM02222","2200",NA,"HSM02122","HSF02110"
"2458","69315_1",NA,"M",NA,NA,NA,"68684_1","68691_2",NA,"HSM02223","2200",NA,"HSM02123","HSF02131"
"2459","69452_1",NA,"M",NA,NA,NA,"68685_1","68990_1",NA,"HSM02224","2200",NA,"HSM02124","HSF02120"
"2460","69453_1",NA,"M",NA,NA,NA,"68686_1","69033_2",NA,"HSM02225","2200",NA,"HSM02125","HSF02133"
"2461","69454_1",NA,"M",NA,NA,NA,"68687_1","69032_2",NA,"HSM02226","2200",NA,"HSM02126","HSF02129"
"2462","69455_1",NA,"M",NA,NA,NA,"68688_1","68699_2",NA,"HSM02227","2200",NA,"HSM02127","HSF02142"
"2463","69316_1",NA,"M",NA,NA,NA,"68689_1","68712_2",NA,"HSM02228","2200",NA,"HSM02128","HSF02159"
"2464","69411_1",NA,"M",NA,NA,NA,"69032_1","68682_2",NA,"HSM02229","2200",NA,"HSM02129","HSF02121"
"2465","69456_1",NA,"M",NA,NA,NA,"68690_1","68688_2",NA,"HSM02230","2200",NA,"HSM02130","HSF02127"
"2466","69317_1",NA,"M",NA,NA,NA,"68691_1","68684_2",NA,"HSM02231","2200",NA,"HSM02131","HSF02123"
"2467","69318_1",NA,"M",NA,NA,NA,"68692_1","68690_2",NA,"HSM02232","2200",NA,"HSM02132","HSF02130"
"2468","69457_1",NA,"M",NA,NA,NA,"69033_1","68689_2",NA,"HSM02233","2200",NA,"HSM02133","HSF02128"
"2469","69458_1",NA,"M",NA,NA,NA,"69034_1","68695_2",NA,"HSM02234","2200",NA,"HSM02134","HSF02138"
"2470","69513_1",NA,"M",NA,NA,NA,"68693_1","69095_2",NA,"HSM02235","2200",NA,"HSM02135","HSF02104"
"2471","69459_1",NA,"M",NA,NA,NA,"68881_1","68687_2",NA,"HSM02236","2200",NA,"HSM02136","HSF02126"
"2472","69412_1",NA,"M",NA,NA,NA,"68694_1","68706_2",NA,"HSM02237","2200",NA,"HSM02137","HSF02151"
"2473","69319_1",NA,"M",NA,NA,NA,"68695_1","68677_2",NA,"HSM02238","2200",NA,"HSM02138","HSF02113"
"2474","69413_1",NA,"M",NA,NA,NA,"68696_1","68710_2",NA,"HSM02239","2200",NA,"HSM02139","HSF02157"
"2475","69320_1",NA,"M",NA,NA,NA,"68697_1","68667_2",NA,"HSM02240","2200",NA,"HSM02140","HSF02102"
"2476","69321_1",NA,"M",NA,NA,NA,"68698_1","68678_2",NA,"HSM02241","2200",NA,"HSM02141","HSF02116"
"2477","69322_1",NA,"M",NA,NA,NA,"68699_1","68669_2",NA,"HSM02242","2200",NA,"HSM02142","HSF02105"
"2478","69414_1",NA,"M",NA,NA,NA,"68700_1","68685_2",NA,"HSM02243","2200",NA,"HSM02143","HSF02124"
"2479","69323_1",NA,"M",NA,NA,NA,"68701_1","68697_2",NA,"HSM02244","2200",NA,"HSM02144","HSF02140"
"2480","69324_1",NA,"M",NA,NA,NA,"68702_1","68701_2",NA,"HSM02245","2200",NA,"HSM02145","HSF02144"
"2481","69415_1",NA,"M",NA,NA,NA,"68997_1","68696_2",NA,"HSM02246","2200",NA,"HSM02146","HSF02139"
"2482","69325_1",NA,"M",NA,NA,NA,"68703_1","68711_2",NA,"HSM02247","2200",NA,"HSM02147","HSF02158"
"2483","69460_1",NA,"M",NA,NA,NA,"68788_1","68713_2",NA,"HSM02248","2200",NA,"HSM02148","HSF02160"
"2484","69512_1",NA,"M",NA,NA,NA,"69088_1","69031_2",NA,"HSM02249","2200",NA,"HSM02149","HSF02118"
"2485","69461_1",NA,"M",NA,NA,NA,"68705_1","68683_2",NA,"HSM02250","2200",NA,"HSM02150","HSF02122"
"2486","69326_1",NA,"M",NA,NA,NA,"68706_1","68692_2",NA,"HSM02251","2200",NA,"HSM02151","HSF02132"
"2487","69462_1",NA,"M",NA,NA,NA,"68789_1","68694_2",NA,"HSM02252","2200",NA,"HSM02152","HSF02137"
"2488","69416_1",NA,"M",NA,NA,NA,"68707_1","68686_2",NA,"HSM02253","2200",NA,"HSM02153","HSF02125"
"2489","69463_1",NA,"M",NA,NA,NA,"68708_1","68788_2",NA,"HSM02254","2200",NA,"HSM02154","HSF02148"
"2490","69417_1",NA,"M",NA,NA,NA,"68709_1","68673_2",NA,"HSM02255","2200",NA,"HSM02155","HSF02109"
"2491","69464_1",NA,"M",NA,NA,NA,"68787_1","68882_2",NA,"HSM02256","2200",NA,"HSM02156","HSF02161"
"2492","69465_1",NA,"M",NA,NA,NA,"68710_1","68787_2",NA,"HSM02257","2200",NA,"HSM02157","HSF02156"
"2493","69327_1",NA,"M",NA,NA,NA,"68711_1","68698_2",NA,"HSM02258","2200",NA,"HSM02158","HSF02141"
"2494","69625_1",NA,"M",NA,NA,NA,"68712_1","68670_2",NA,"HSM02259","2200",NA,"HSM02159","HSF02106"
"2495","69466_1",NA,"M",NA,NA,NA,"68713_1","68666_2",NA,"HSM02260","2200",NA,"HSM02160","HSF02101"
"2496","69418_1",NA,"M",NA,NA,NA,"68882_1","68672_2",NA,"HSM02261","2200",NA,"HSM02161","HSF02108"
"2497","69419_1",NA,"M",NA,NA,NA,"69035_1","68703_2",NA,"HSM02262","2200",NA,"HSM02162","HSF02147"
"2498","69467_1",NA,"M",NA,NA,NA,"68714_1","69034_2",NA,"HSM02263","2200",NA,"HSM02163","HSF02134"
"2499","69420_1",NA,"M",NA,NA,NA,"68715_1","68680_2",NA,"HSM02264","2200",NA,"HSM02164","HSF02119"
"2500","69448_2",NA,"F",NA,NA,NA,"68666_1","68693_2",NA,"HSF02201","2200",NA,"HSM02101","HSF02135"
"2501","69402_2",NA,"F",NA,NA,NA,"68667_1","68707_2",NA,"HSF02202","2200",NA,"HSM02102","HSF02153"
"2502","69515_2",NA,"F",NA,NA,NA,"69290_1","68705_2",NA,"HSF02203","2200",NA,"HSM02103","HSF02150"
"2503","69516_2",NA,"F",NA,NA,NA,"69095_1","68709_2",NA,"HSF02204","2200",NA,"HSM02104","HSF02155"
"2504","69403_2",NA,"F",NA,NA,NA,"68669_1","68708_2",NA,"HSF02205","2200",NA,"HSM02105","HSF02154"
"2505","69313_2",NA,"F",NA,NA,NA,"68670_1","68700_2",NA,"HSF02206","2200",NA,"HSM02106","HSF02143"
"2506","69449_2",NA,"F",NA,NA,NA,"68671_1","69035_2",NA,"HSF02207","2200",NA,"HSM02107","HSF02162"
"2507","69450_2",NA,"F",NA,NA,NA,"68672_1","68881_2",NA,"HSF02208","2200",NA,"HSM02108","HSF02136"
"2508","69404_2",NA,"F",NA,NA,NA,"68673_1","68714_2",NA,"HSF02209","2200",NA,"HSM02109","HSF02163"
"2509","69405_2",NA,"F",NA,NA,NA,"68674_1","68679_2",NA,"HSF02210","2200",NA,"HSM02110","HSF02117"
"2510","69406_2",NA,"F",NA,NA,NA,"68675_1","68997_2",NA,"HSF02211","2200",NA,"HSM02111","HSF02146"
"2511","70215_2",NA,"F",NA,NA,NA,"69734_1","69621_1",NA,"HSF02207B","2200",NA,"HSM02107B","HSF02120B"
"2512","69661_2",NA,"F",NA,NA,NA,"68677_1","68786_2",NA,"HSF02213","2200",NA,"HSM02113","HSF02115"
"2513","69764_2",NA,"F",NA,NA,NA,"69030_1","68789_2",NA,"HSF02214","2200",NA,"HSM02114","HSF02152"
"2514","69408_2",NA,"F",NA,NA,NA,"68786_1","68668_2",NA,"HSF02215","2200",NA,"HSM02115","HSF02103"
"2515","69514_2",NA,"F",NA,NA,NA,"68678_1","69030_2",NA,"HSF02216","2200",NA,"HSM02116","HSF02114"
"2516","69451_2",NA,"F",NA,NA,NA,"68679_1","68675_2",NA,"HSF02217","2200",NA,"HSM02117","HSF02111"
"2517","69631_2",NA,"F",NA,NA,NA,"69031_1","68702_2",NA,"HSF02218","2200",NA,"HSM02118","HSF02145"
"2518","69409_2",NA,"F",NA,NA,NA,"68680_1","68704_2",NA,"HSF02219","2200",NA,"HSM02119","HSF02149"
"2519","69314_2",NA,"F",NA,NA,NA,"68681_1","68671_2",NA,"HSF02220","2200",NA,"HSM02120","HSF02107"
"2520","69410_2",NA,"F",NA,NA,NA,"68682_1","68715_2",NA,"HSF02221","2200",NA,"HSM02121","HSF02164"
"2521","69630_2",NA,"F",NA,NA,NA,"68683_1","68674_2",NA,"HSF02222","2200",NA,"HSM02122","HSF02110"
"2522","69315_2",NA,"F",NA,NA,NA,"68684_1","68691_2",NA,"HSF02223","2200",NA,"HSM02123","HSF02131"
"2523","69452_2",NA,"F",NA,NA,NA,"68685_1","68990_1",NA,"HSF02224","2200",NA,"HSM02124","HSF02120"
"2524","69453_2",NA,"F",NA,NA,NA,"68686_1","69033_2",NA,"HSF02225","2200",NA,"HSM02125","HSF02133"
"2525","69454_2",NA,"F",NA,NA,NA,"68687_1","69032_2",NA,"HSF02226","2200",NA,"HSM02126","HSF02129"
"2526","69455_2",NA,"F",NA,NA,NA,"68688_1","68699_2",NA,"HSF02227","2200",NA,"HSM02127","HSF02142"
"2527","69316_2",NA,"F",NA,NA,NA,"68689_1","68712_2",NA,"HSF02228","2200",NA,"HSM02128","HSF02159"
"2528","69411_2",NA,"F",NA,NA,NA,"69032_1","68682_2",NA,"HSF02229","2200",NA,"HSM02129","HSF02121"
"2529","69456_2",NA,"F",NA,NA,NA,"68690_1","68688_2",NA,"HSF02230","2200",NA,"HSM02130","HSF02127"
"2530","69317_2",NA,"F",NA,NA,NA,"68691_1","68684_2",NA,"HSF02231","2200",NA,"HSM02131","HSF02123"
"2531","69318_2",NA,"F",NA,NA,NA,"68692_1","68690_2",NA,"HSF02232","2200",NA,"HSM02132","HSF02130"
"2532","69457_2",NA,"F",NA,NA,NA,"69033_1","68689_2",NA,"HSF02233","2200",NA,"HSM02133","HSF02128"
"2533","69458_2",NA,"F",NA,NA,NA,"69034_1","68695_2",NA,"HSF02234","2200",NA,"HSM02134","HSF02138"
"2534","69513_2",NA,"F",NA,NA,NA,"68693_1","69095_2",NA,"HSF02235","2200",NA,"HSM02135","HSF02104"
"2535","69459_2",NA,"F",NA,NA,NA,"68881_1","68687_2",NA,"HSF02236","2200",NA,"HSM02136","HSF02126"
"2536","69412_2",NA,"F",NA,NA,NA,"68694_1","68706_2",NA,"HSF02237","2200",NA,"HSM02137","HSF02151"
"2537","69319_2",NA,"F",NA,NA,NA,"68695_1","68677_2",NA,"HSF02238","2200",NA,"HSM02138","HSF02113"
"2538","69413_2",NA,"F",NA,NA,NA,"68696_1","68710_2",NA,"HSF02239","2200",NA,"HSM02139","HSF02157"
"2539","69320_2",NA,"F",NA,NA,NA,"68697_1","68667_2",NA,"HSF02240","2200",NA,"HSM02140","HSF02102"
"2540","69321_2",NA,"F",NA,NA,NA,"68698_1","68678_2",NA,"HSF02241","2200",NA,"HSM02141","HSF02116"
"2541","69322_2",NA,"F",NA,NA,NA,"68699_1","68669_2",NA,"HSF02242","2200",NA,"HSM02142","HSF02105"
"2542","69414_2",NA,"F",NA,NA,NA,"68700_1","68685_2",NA,"HSF02243","2200",NA,"HSM02143","HSF02124"
"2543","69323_2",NA,"F",NA,NA,NA,"68701_1","68697_2",NA,"HSF02244","2200",NA,"HSM02144","HSF02140"
"2544","69324_2",NA,"F",NA,NA,NA,"68702_1","68701_2",NA,"HSF02245","2200",NA,"HSM02145","HSF02144"
"2545","69415_2",NA,"F",NA,NA,NA,"68997_1","68696_2",NA,"HSF02246","2200",NA,"HSM02146","HSF02139"
"2546","69325_2",NA,"F",NA,NA,NA,"68703_1","68711_2",NA,"HSF02247","2200",NA,"HSM02147","HSF02158"
"2547","69460_2",NA,"F",NA,NA,NA,"68788_1","68713_2",NA,"HSF02248","2200",NA,"HSM02148","HSF02160"
"2548","69512_2",NA,"F",NA,NA,NA,"69088_1","69031_2",NA,"HSF02249","2200",NA,"HSM02149","HSF02118"
"2549","69461_2",NA,"F",NA,NA,NA,"68705_1","68683_2",NA,"HSF02250","2200",NA,"HSM02150","HSF02122"
"2550","69326_2",NA,"F",NA,NA,NA,"68706_1","68692_2",NA,"HSF02251","2200",NA,"HSM02151","HSF02132"
"2551","69462_2",NA,"F",NA,NA,NA,"68789_1","68694_2",NA,"HSF02252","2200",NA,"HSM02152","HSF02137"
"2552","69416_2",NA,"F",NA,NA,NA,"68707_1","68686_2",NA,"HSF02253","2200",NA,"HSM02153","HSF02125"
"2553","69463_2",NA,"F",NA,NA,NA,"68708_1","68788_2",NA,"HSF02254","2200",NA,"HSM02154","HSF02148"
"2554","69417_2",NA,"F",NA,NA,NA,"68709_1","68673_2",NA,"HSF02255","2200",NA,"HSM02155","HSF02109"
"2555","69464_2",NA,"F",NA,NA,NA,"68787_1","68882_2",NA,"HSF02256","2200",NA,"HSM02156","HSF02161"
"2556","69465_2",NA,"F",NA,NA,NA,"68710_1","68787_2",NA,"HSF02257","2200",NA,"HSM02157","HSF02156"
"2557","69327_2",NA,"F",NA,NA,NA,"68711_1","68698_2",NA,"HSF02258","2200",NA,"HSM02158","HSF02141"
"2558","69625_2",NA,"F",NA,NA,NA,"68712_1","68670_2",NA,"HSF02259","2200",NA,"HSM02159","HSF02106"
"2559","69466_2",NA,"F",NA,NA,NA,"68713_1","68666_2",NA,"HSF02260","2200",NA,"HSM02160","HSF02101"
"2560","69418_2",NA,"F",NA,NA,NA,"68882_1","68672_2",NA,"HSF02261","2200",NA,"HSM02161","HSF02108"
"2561","69419_2",NA,"F",NA,NA,NA,"69035_1","68703_2",NA,"HSF02262","2200",NA,"HSM02162","HSF02147"
"2562","69467_2",NA,"F",NA,NA,NA,"68714_1","69034_2",NA,"HSF02263","2200",NA,"HSM02163","HSF02134"
"2563","69420_2",NA,"F",NA,NA,NA,"68715_1","68680_2",NA,"HSF02264","2200",NA,"HSM02164","HSF02119"
"2564","69957_1",NA,"M",NA,NA,NA,"69448_1","69414_2",NA,"HSM02301","2300",NA,"HSM02201","HSF02243"
"2565","69958_1",NA,"M",NA,NA,NA,"69402_1","69317_2",NA,"HSM02302","2300",NA,"HSM02202","HSF02231"
"2566","70094_1",NA,"M",NA,NA,NA,"69515_1","69417_2",NA,"HSM02303","2300",NA,"HSM02203","HSF02255"
"2567","70095_1",NA,"M",NA,NA,NA,"69516_1","69448_2",NA,"HSM02304","2300",NA,"HSM02204","HSF02201"
"2568","70064_1",NA,"M",NA,NA,NA,"69403_1","69467_2",NA,"HSM02305","2300",NA,"HSM02205","HSF02263"
"2569","70097_1",NA,"M",NA,NA,NA,"69313_1","69464_2",NA,"HSM02306","2300",NA,"HSM02206","HSF02256"
"2570","70065_1",NA,"M",NA,NA,NA,"69449_1","69516_2",NA,"HSM02307","2300",NA,"HSM02207","HSF02204"
"2571","70490_1",NA,"M",NA,NA,NA,"70215_1","69465_2",NA,"HSM02307B","2300",NA,"HSM02207B","HSF02257"
"2572","69959_1",NA,"M",NA,NA,NA,"69450_1","69313_2",NA,"HSM02308","2300",NA,"HSM02208","HSF02206"
"2573","69960_1",NA,"M",NA,NA,NA,"69404_1","69319_2",NA,"HSM02309","2300",NA,"HSM02209","HSF02238"
"2574","69962_1",NA,"M",NA,NA,NA,"69406_1","69322_2",NA,"HSM02311","2300",NA,"HSM02211","HSF02242"
"2575","70098_1",NA,"M",NA,NA,NA,"69661_1","69513_2",NA,"HSM02313","2300",NA,"HSM02213","HSF02235"
"2576","70099_1",NA,"M",NA,NA,NA,"69764_1","69321_2",NA,"HSM02314","2300",NA,"HSM02214","HSF02241"
"2577","69963_1",NA,"M",NA,NA,NA,"69408_1","69406_2",NA,"HSM02315","2300",NA,"HSM02215","HSF02211"
"2578","71003_1",NA,"M",NA,NA,NA,"69514_1","69419_2",NA,"HSM02316","2300",NA,"HSM02216","HSF02262"
"2579","70352_1",NA,"M",NA,NA,NA,"69631_1","69463_2",NA,"HSM02318","2300",NA,"HSM02218","HSF02254"
"2580","70066_1",NA,"M",NA,NA,NA,"69409_1","69466_2",NA,"HSM02319","2300",NA,"HSM02219","HSF02260"
"2581","69965_1",NA,"M",NA,NA,NA,"69314_1","69413_2",NA,"HSM02320","2300",NA,"HSM02220","HSF02239"
"2582","70353_1",NA,"M",NA,NA,NA,"69410_1","69631_2",NA,"HSM02321","2300",NA,"HSM02221","HSF02218"
"2583","69967_1",NA,"M",NA,NA,NA,"69630_1","69410_2",NA,"HSM02322","2300",NA,"HSM02222","HSF02221"
"2584","70345_1",NA,"M",NA,NA,NA,"69315_1","69450_2",NA,"HSM02323","2300",NA,"HSM02223","HSF02208"
"2585","70069_1",NA,"M",NA,NA,NA,"69452_1","69515_2",NA,"HSM02324","2300",NA,"HSM02224","HSF02203"
"2586","69966_1",NA,"M",NA,NA,NA,"69453_1","69408_2",NA,"HSM02325","2300",NA,"HSM02225","HSF02215"
"2587","70072_1",NA,"M",NA,NA,NA,"69454_1","69416_2",NA,"HSM02326","2300",NA,"HSM02226","HSF02253"
"2588","70101_1",NA,"M",NA,NA,NA,"69455_1","69418_2",NA,"HSM02327","2300",NA,"HSM02227","HSF02261"
"2589","70070_1",NA,"M",NA,NA,NA,"69316_1","69512_2",NA,"HSM02328","2300",NA,"HSM02228","HSF02249"
"2590","70981_1",NA,"M",NA,NA,NA,"69316_1","69512_2",NA,"HSM02328B","2300",NA,"HSM02228","HSF02249"
"2591","70071_1",NA,"M",NA,NA,NA,"69411_1","69405_2",NA,"HSM02329","2300",NA,"HSM02229","HSF02210"
"2592","70102_1",NA,"M",NA,NA,NA,"69456_1","69325_2",NA,"HSM02330","2300",NA,"HSM02230","HSF02247"
"2593","69968_1",NA,"M",NA,NA,NA,"69317_1","69403_2",NA,"HSM02331","2300",NA,"HSM02231","HSF02205"
"2594","69969_1",NA,"M",NA,NA,NA,"69318_1","69460_2",NA,"HSM02332","2300",NA,"HSM02232","HSF02248"
"2595","70103_1",NA,"M",NA,NA,NA,"69457_1","69458_2",NA,"HSM02333","2300",NA,"HSM02233","HSF02234"
"2596","70104_1",NA,"M",NA,NA,NA,"69458_1","69456_2",NA,"HSM02334","2300",NA,"HSM02234","HSF02230"
"2597","70105_1",NA,"M",NA,NA,NA,"69513_1","69409_2",NA,"HSM02335","2300",NA,"HSM02235","HSF02219"
"2598","70067_1",NA,"M",NA,NA,NA,"69459_1","69326_2",NA,"HSM02336","2300",NA,"HSM02236","HSF02251"
"2599","69970_1",NA,"M",NA,NA,NA,"69412_1","69324_2",NA,"HSM02337","2300",NA,"HSM02237","HSF02245"
"2600","70073_1",NA,"M",NA,NA,NA,"69319_1","69764_2",NA,"HSM02338","2300",NA,"HSM02238","HSF02214"
"2601","70106_1",NA,"M",NA,NA,NA,"69413_1","69411_2",NA,"HSM02339","2300",NA,"HSM02239","HSF02229"
"2602","69971_1",NA,"M",NA,NA,NA,"69320_1","69314_2",NA,"HSM02340","2300",NA,"HSM02240","HSF02220"
"2603","70354_1",NA,"M",NA,NA,NA,"69321_1","70215_2",NA,"HSM02341","2300",NA,"HSM02241","HSF02207B"
"2604","69972_1",NA,"M",NA,NA,NA,"69322_1","69315_2",NA,"HSM02342","2300",NA,"HSM02242","HSF02223"
"2605","70074_1",NA,"M",NA,NA,NA,"69414_1","69449_2",NA,"HSM02343","2300",NA,"HSM02243","HSF02207"
"2606","71039_1",NA,"M",NA,NA,NA,"69414_1","69449_2",NA,"HSM02343B","2300",NA,"HSM02243","HSF02207"
"2607","70075_1",NA,"M",NA,NA,NA,"69323_1","69452_2",NA,"HSM02344","2300",NA,"HSM02244","HSF02224"
"2608","69973_1",NA,"M",NA,NA,NA,"69324_1","69404_2",NA,"HSM02345","2300",NA,"HSM02245","HSF02209"
"2609","70076_1",NA,"M",NA,NA,NA,"69415_1","69455_2",NA,"HSM02346","2300",NA,"HSM02246","HSF02227"
"2610","70077_1",NA,"M",NA,NA,NA,"69325_1","69661_2",NA,"HSM02347","2300",NA,"HSM02247","HSF02213"
"2611","70078_1",NA,"M",NA,NA,NA,"69460_1","69453_2",NA,"HSM02348","2300",NA,"HSM02248","HSF02225"
"2612","70107_1",NA,"M",NA,NA,NA,"69512_1","69316_2",NA,"HSM02349","2300",NA,"HSM02249","HSF02228"
"2613","70108_1",NA,"M",NA,NA,NA,"69461_1","69625_2",NA,"HSM02350","2300",NA,"HSM02250","HSF02259"
"2614","70079_1",NA,"M",NA,NA,NA,"69326_1","69459_2",NA,"HSM02351","2300",NA,"HSM02251","HSF02236"
"2615","70080_1",NA,"M",NA,NA,NA,"69462_1","69420_2",NA,"HSM02352","2300",NA,"HSM02252","HSF02264"
"2616","70081_1",NA,"M",NA,NA,NA,"69416_1","69462_2",NA,"HSM02353","2300",NA,"HSM02253","HSF02252"
"2617","70109_1",NA,"M",NA,NA,NA,"69463_1","69318_2",NA,"HSM02354","2300",NA,"HSM02254","HSF02232"
"2618","69974_1",NA,"M",NA,NA,NA,"69417_1","69412_2",NA,"HSM02355","2300",NA,"HSM02255","HSF02237"
"2619","70082_1",NA,"M",NA,NA,NA,"69465_1","69451_2",NA,"HSM02357","2300",NA,"HSM02257","HSF02217"
"2620","69975_1",NA,"M",NA,NA,NA,"69327_1","69415_2",NA,"HSM02358","2300",NA,"HSM02258","HSF02246"
"2621","70111_1",NA,"M",NA,NA,NA,"69625_1","69514_2",NA,"HSM02359","2300",NA,"HSM02259","HSF02216"
"2622","70083_1",NA,"M",NA,NA,NA,"69466_1","69454_2",NA,"HSM02360","2300",NA,"HSM02260","HSF02226"
"2623","70112_1",NA,"M",NA,NA,NA,"69418_1","69327_2",NA,"HSM02361","2300",NA,"HSM02261","HSF02258"
"2624","70113_1",NA,"M",NA,NA,NA,"69419_1","69461_2",NA,"HSM02362","2300",NA,"HSM02262","HSF02250"
"2625","70114_1",NA,"M",NA,NA,NA,"69467_1","69630_2",NA,"HSM02363","2300",NA,"HSM02263","HSF02222"
"2626","69976_1",NA,"M",NA,NA,NA,"69420_1","69323_2",NA,"HSM02364","2300",NA,"HSM02264","HSF02244"
"2627","69957_2",NA,"F",NA,NA,NA,"69448_1","69414_2",NA,"HSF02301","2300",NA,"HSM02201","HSF02243"
"2628","69958_2",NA,"F",NA,NA,NA,"69402_1","69317_2",NA,"HSF02302","2300",NA,"HSM02202","HSF02231"
"2629","70094_2",NA,"F",NA,NA,NA,"69515_1","69417_2",NA,"HSF02303","2300",NA,"HSM02203","HSF02255"
"2630","70095_2",NA,"F",NA,NA,NA,"69516_1","69448_2",NA,"HSF02304","2300",NA,"HSM02204","HSF02201"
"2631","70064_2",NA,"F",NA,NA,NA,"69403_1","69467_2",NA,"HSF02305","2300",NA,"HSM02205","HSF02263"
"2632","70097_2",NA,"F",NA,NA,NA,"69313_1","69464_2",NA,"HSF02306","2300",NA,"HSM02206","HSF02256"
"2633","70065_2",NA,"F",NA,NA,NA,"69449_1","69516_2",NA,"HSF02307","2300",NA,"HSM02207","HSF02204"
"2634","70490_2",NA,"F",NA,NA,NA,"70215_1","69465_2",NA,"HSF02307B","2300",NA,"HSM02207B","HSF02257"
"2635","69959_2",NA,"F",NA,NA,NA,"69450_1","69313_2",NA,"HSF02308","2300",NA,"HSM02208","HSF02206"
"2636","69960_2",NA,"F",NA,NA,NA,"69404_1","69319_2",NA,"HSF02309","2300",NA,"HSM02209","HSF02238"
"2637","69962_2",NA,"F",NA,NA,NA,"69406_1","69322_2",NA,"HSF02311","2300",NA,"HSM02211","HSF02242"
"2638","70098_2",NA,"F",NA,NA,NA,"69661_1","69513_2",NA,"HSF02313","2300",NA,"HSM02213","HSF02235"
"2639","71032_1",NA,"F",NA,NA,NA,"69764_1","69321_2",NA,"HSF02314","2300",NA,"HSM02214","HSF02241"
"2640","69963_2",NA,"F",NA,NA,NA,"69408_1","69406_2",NA,"HSF02315","2300",NA,"HSM02215","HSF02211"
"2641","70100_2",NA,"F",NA,NA,NA,"69514_1","69419_2",NA,"HSF02316","2300",NA,"HSM02216","HSF02262"
"2642","70352_2",NA,"F",NA,NA,NA,"69631_1","69463_2",NA,"HSF02318","2300",NA,"HSM02218","HSF02254"
"2643","70066_2",NA,"F",NA,NA,NA,"69409_1","69466_2",NA,"HSF02319","2300",NA,"HSM02219","HSF02260"
"2644","70977_2",NA,"F",NA,NA,NA,"69409_1","69466_2",NA,"HSF02319B","2300",NA,"HSM02219","HSF02260"
"2645","69965_2",NA,"F",NA,NA,NA,"69314_1","69413_2",NA,"HSF02320","2300",NA,"HSM02220","HSF02239"
"2646","70353_2",NA,"F",NA,NA,NA,"69410_1","69631_2",NA,"HSF02321","2300",NA,"HSM02221","HSF02218"
"2647","69967_2",NA,"F",NA,NA,NA,"69630_1","69410_2",NA,"HSF02322","2300",NA,"HSM02222","HSF02221"
"2648","70345_2",NA,"F",NA,NA,NA,"69315_1","69450_2",NA,"HSF02323","2300",NA,"HSM02223","HSF02208"
"2649","70069_2",NA,"F",NA,NA,NA,"69452_1","69515_2",NA,"HSF02324","2300",NA,"HSM02224","HSF02203"
"2650","69966_2",NA,"F",NA,NA,NA,"69453_1","69408_2",NA,"HSF02325","2300",NA,"HSM02225","HSF02215"
"2651","70072_2",NA,"F",NA,NA,NA,"69454_1","69416_2",NA,"HSF02326","2300",NA,"HSM02226","HSF02253"
"2652","70101_2",NA,"F",NA,NA,NA,"69455_1","69418_2",NA,"HSF02327","2300",NA,"HSM02227","HSF02261"
"2653","70070_2",NA,"F",NA,NA,NA,"69316_1","69512_2",NA,"HSF02328","2300",NA,"HSM02228","HSF02249"
"2654","70071_2",NA,"F",NA,NA,NA,"69411_1","69405_2",NA,"HSF02329","2300",NA,"HSM02229","HSF02210"
"2655","70102_2",NA,"F",NA,NA,NA,"69456_1","69325_2",NA,"HSF02330","2300",NA,"HSM02230","HSF02247"
"2656","69968_2",NA,"F",NA,NA,NA,"69317_1","69403_2",NA,"HSF02331","2300",NA,"HSM02231","HSF02205"
"2657","69969_2",NA,"F",NA,NA,NA,"69318_1","69460_2",NA,"HSF02332","2300",NA,"HSM02232","HSF02248"
"2658","70103_2",NA,"F",NA,NA,NA,"69457_1","69458_2",NA,"HSF02333","2300",NA,"HSM02233","HSF02234"
"2659","70104_2",NA,"F",NA,NA,NA,"69458_1","69456_2",NA,"HSF02334","2300",NA,"HSM02234","HSF02230"
"2660","70105_2",NA,"F",NA,NA,NA,"69513_1","69409_2",NA,"HSF02335","2300",NA,"HSM02235","HSF02219"
"2661","70067_2",NA,"F",NA,NA,NA,"69459_1","69326_2",NA,"HSF02336","2300",NA,"HSM02236","HSF02251"
