"dna_plate_code","plate_barcode","well","transponder","sample_id_barcode","user_id","date","nanodrop_ng_u_l","x260_280","x260_230","origin","no","storage_box_of_spleen","freezer_location_of_tissue","position_in_box","comments","riptide_plate_number","storage_box_of_extracted_dna_plate","location_of_extracted_dna_plate_box","e","x18","x20","x19","x21","x22","number_written_on_the_top_of_tube","rfid","project_name"
"Olivier01","C9H0UKO9","A1","933000120117306","120117306","HVB","2019-12-11","299.7","1.88","2.05","cohort 1","1","Olivier Box 1- processed","-80C  #3 Shelf 5 Rack1","A1","cocaine samples","Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120117306","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","B1","933000120117332","120117332","HVB","2019-12-11","231.4","1.85","2.05","cohort 1","2","Olivier Box 1- processed","-80C  #3 Shelf 5 Rack1","A2",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120117332","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","C1","NT","120117308","HVB","2019-12-11","189.3","1.85","1.75","cohort 1","3","Olivier Box 1- processed","-80C  #3 Shelf 5 Rack1","A3","no transponder","Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120117308","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","D1","933000120117344","120117344","HVB","2019-12-11","272.1","1.86","2.2","cohort 1","4","Olivier Box 1- processed","-80C  #3 Shelf 5 Rack1","A4",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120117344","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","E1","933000120117311","120117311","HVB","2019-12-11","362","1.87","2.12","cohort 1","5","Olivier Box 1- processed","-80C  #3 Shelf 5 Rack1","A5",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120117311","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","F1","933000120117334","120117334","HVB","2019-12-11","378.7","1.87","2.15","cohort 1","6","Olivier Box 1- processed","-80C  #3 Shelf 5 Rack1","A6",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120117334","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","G1","933000120124698","120124698","HVB","2019-12-11","259.2","1.85","1.89","cohort 1","7","Olivier Box 1- processed","-80C  #3 Shelf 5 Rack1","A7",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120124698","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","H1","933000120117347","120117347","HVB","2019-12-11","385.6","1.87","2.1","cohort 1","8","Olivier Box 1- processed","-80C  #3 Shelf 5 Rack1","A8",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120117347","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","A2","933000120117346","120117346","HVB","2019-12-11","385.9","1.85","2.13","cohort 1","9","Olivier Box 1- processed","-80C  #3 Shelf 5 Rack1","B1",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120117346","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","B2","933000120117343","120117343","HVB","2019-12-11","953.6","1.92","2.31","cohort 1","10","Olivier Box 1- processed","-80C  #3 Shelf 5 Rack1","B2",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120117343","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","C2","933000120124697","120124697","HVB","2019-12-11","956.1","1.84","2.16","cohort 1","11","Olivier Box 1- processed","-80C  #3 Shelf 5 Rack1","B3",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120124697","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","D2","933000120124704","120124704","HVB","2019-12-11","352.6","1.85","1.99","cohort 1","12","Olivier Box 1- processed","-80C  #3 Shelf 5 Rack1","B4",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120124704","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","E2","933000120117338","120117338","HVB","2019-12-11","1505","1.85","2.31","cohort 1","13","Olivier Box 1- processed","-80C  #3 Shelf 5 Rack1","B5",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120117338","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","F2","933000120117320","120117320","HVB","2019-12-11","398.6","1.9","2.02","cohort 1","14","Olivier Box 1- processed","-80C  #3 Shelf 5 Rack1","B6",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120117320","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","G2","933000120124696","120124696","HVB","2019-12-11","260","1.84","2.18","cohort 1","15","Olivier Box 1- processed","-80C  #3 Shelf 5 Rack1","B7",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120124696","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","H2","933000120117321","120117321","HVB","2019-12-11","350.2","1.87","2.14","cohort 1","16","Olivier Box 1- processed","-80C  #3 Shelf 5 Rack1","B8",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120117321","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","A3","933000120117312","120117312","HVB","2019-12-11","1466","1.87","2.23","cohort 1","17","Olivier Box 1- processed","-80C  #3 Shelf 5 Rack1","C1",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120117312","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","B3","933000120124699","120124699","HVB","2019-12-11","1169","1.86","2.25","cohort 1","18","Olivier Box 1- processed","-80C  #3 Shelf 5 Rack1","C2",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120124699","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","C3","933000120117350","120117350","HVB","2019-12-11","1685","1.86","2.33","cohort 1","19","Olivier Box 1- processed","-80C  #3 Shelf 5 Rack1","C3",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120117350","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","D3","933000120117342","120157342","HVB","2019-12-11","1045","1.83","2.24","cohort 1","20","Olivier Box 1- processed","-80C  #3 Shelf 5 Rack1","C4","mismatch","Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120117342","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","E3","933000120117349","120117349","HVB","2019-12-11","267.8","1.94","1.15","cohort 1","21","Olivier Box 1- processed","-80C  #3 Shelf 5 Rack1","C5",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120117349","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","F3","933000120117325","120117325","HVB","2019-12-11","369.4","1.9","1.92","cohort 1","22","Olivier Box 1- processed","-80C  #3 Shelf 5 Rack1","C6",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120117325","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","G3","933000120117331","120117331","HVB","2019-12-11","339.4","1.86","2.07","cohort 1","23","Olivier Box 1- processed","-80C  #3 Shelf 5 Rack1","C7",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120117331","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","H3","933000120117336","120117336","HVB","2019-12-11","391.2","1.88","2.16","cohort 1","24","Olivier Box 1- processed","-80C  #3 Shelf 5 Rack1","C8",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120117336","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","A4","933000120117341","120117341","HVB","2019-12-11","367.9","1.88","1.99","cohort 1","25","Olivier Box 1- processed","-80C  #3 Shelf 5 Rack1","D1",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120117341","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","B4","933000120117333","120117333","HVB","2019-12-11","196.6","1.89","1.76","cohort 1","26","Olivier Box 1- processed","-80C  #3 Shelf 5 Rack1","D2",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120117333","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","C4","933000120117348","120117348","HVB","2019-12-11","323.9","1.89","2.17","cohort 1","27","Olivier Box 1- processed","-80C  #3 Shelf 5 Rack1","D3",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120117348","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","D4","933000120117323","120117323","HVB","2019-12-11","457.3","1.87","1.78","cohort 1","28","Olivier Box 1- processed","-80C  #3 Shelf 5 Rack1","D4",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120117323","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","E4","933000120124705","120124705","HVB","2019-12-11","75.32","1.97","1.58","cohort 1","29","Olivier Box 1- processed","-80C  #3 Shelf 5 Rack1","D5",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120124705","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","F4","933000120117324","120117324","HVB","2019-12-11","419.7","1.87","2.14","cohort 1","30","Olivier Box 1- processed","-80C  #3 Shelf 5 Rack1","D6",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120117324","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","G4","933000120117329","120117329","HVB","2019-12-11","341.6","1.87","2.21","cohort 1","31","Olivier Box 1- processed","-80C  #3 Shelf 5 Rack1","D7",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120117329","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","H4","933000120117326","120117326","HVB","2019-12-11","305.3","1.88","2.17","cohort 1","32","Olivier Box 1- processed","-80C  #3 Shelf 5 Rack1","D8",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120117326","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","A5","933000120117313","120117313","HVB","2019-12-11","307.5","1.92","1.91","cohort 1","33","Olivier Box 1- processed","-80C  #3 Shelf 5 Rack1","E1",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120117313","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","B5","933000120117351","120117351","HVB","2019-12-11","244.2","1.85","2.15","cohort 1","34","Olivier Box 1- processed","-80C  #3 Shelf 5 Rack1","E2",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120117351","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","C5","933000120117318","120117318","HVB","2019-12-11","355.4","1.89","2.16","cohort 1","35","Olivier Box 1- processed","-80C  #3 Shelf 5 Rack1","E3",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120117318","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","D5","933000120117307","120117307","HVB","2019-12-11","379.2","1.9","2.24","cohort 1","36","Olivier Box 1- processed","-80C  #3 Shelf 5 Rack1","E4",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120117307","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","E5","933000120138285","120138285","HVB","2019-12-11","433.7","1.86","2.15","cohort 2","37","Olivier Box 1- processed","-80C  #3 Shelf 5 Rack1","E5",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120138285","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","F5","933000120138293","120138293","HVB","2019-12-11","634.3","1.87","2.18","cohort 2","38","Olivier Box 1- processed","-80C  #3 Shelf 5 Rack1","E6",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120138293","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","G5","933000120138282","120138282","HVB","2019-12-11","400.2","1.85","2.19","cohort 2","39","Olivier Box 1- processed","-80C  #3 Shelf 5 Rack1","E7",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120138282","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","H5","933000120138288","120138288","HVB","2019-12-11","505.1","1.86","2.18","cohort 2","40","Olivier Box 1- processed","-80C  #3 Shelf 5 Rack1","E8",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120138288","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","A6","933000120138346","120138346","HVB","2019-12-11","405.8","1.92","2.1","cohort 2","41","Olivier Box 1- processed","-80C  #3 Shelf 5 Rack1","F1",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120138346","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","B6","933000120138348","120138348","HVB","2019-12-11","471.6","1.9","2.22","cohort 2","42","Olivier Box 1- processed","-80C  #3 Shelf 5 Rack1","F2",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120138348","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","C6","933000120138340","120138340","HVB","2019-12-11","279.5","1.9","2.14","cohort 2","43","Olivier Box 1- processed","-80C  #3 Shelf 5 Rack1","F3",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120138340","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","D6","933000120138296","120138296","HVB","2019-12-11","263.7","1.95","1.93","cohort 2","44","Olivier Box 1- processed","-80C  #3 Shelf 5 Rack1","F4",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120138296","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","E6","933000120138322","120138322","HVB","2019-12-11","400.9","1.92","2.2","cohort 2","45","Olivier Box 1- processed","-80C  #3 Shelf 5 Rack1","F5",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120138322","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","F6","933000120138347","120138347","HVB","2019-12-11","435.5","1.93","2.15","cohort 2","46","Olivier Box 1- processed","-80C  #3 Shelf 5 Rack1","F6",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120138347","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","G6","933000120138306","120138306","HVB","2019-12-11","288.8","1.91","2.2","cohort 2","47","Olivier Box 1- processed","-80C  #3 Shelf 5 Rack1","F7",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120138306","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","H6","933000120138338","120138338","HVB","2019-12-11","502.2","1.92","2.16","cohort 2","48","Olivier Box 1- processed","-80C  #3 Shelf 5 Rack1","F8",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120138338","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","A7","933000120138342","120138342","HVB","2019-12-11","642.6","1.88","2.05","cohort 2","49","Olivier Box 1- processed","-80C  #3 Shelf 5 Rack1","G1",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120138342","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","B7","933000120138349","120138349","HVB","2019-12-11","383.3","1.94","2.17","cohort 2","50","Olivier Box 1- processed","-80C  #3 Shelf 5 Rack1","G2",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120138349","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","C7","933000120138316","120138316","HVB","2019-12-11","714.8","1.86","2.15","cohort 2","51","Olivier Box 1- processed","-80C  #3 Shelf 5 Rack1","G3",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120138316","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","D7","933000120138332","120138332","HVB","2019-12-11","328.6","1.93","2.2","cohort 2","52","Olivier Box 1- processed","-80C  #3 Shelf 5 Rack1","G4",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120138332","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","E7","933000120138289","120138289","HVB","2019-12-11","131.7","2","1.53","cohort 2","53","Olivier Box 1- processed","-80C  #3 Shelf 5 Rack1","G5",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120138289","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","F7","933000120138343","120138343","HVB","2019-12-11","419.3","1.92","2.19","cohort 2","54","Olivier Box 1- processed","-80C  #3 Shelf 5 Rack1","G6",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120138343","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","G7","933000120138305","120138305","HVB","2019-12-11","88.43","1.92","1.52","cohort 2","55","Olivier Box 1- processed","-80C  #3 Shelf 5 Rack1","G7",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120138305","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","H7","933000120138295","120138295","HVB","2019-12-11","331.9","1.94","2.09","cohort 2","56","Olivier Box 1- processed","-80C  #3 Shelf 5 Rack1","G8",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120138295","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","A8","933000120138341","120138341","HVB","2019-12-11","299.7","1.92","2.01","cohort 2","57","Olivier Box 1- processed","-80C  #3 Shelf 5 Rack1","H1",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120138341","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","B8","933000120138321","120138321","HVB","2019-12-11","300.5","1.96","2.1","cohort 2","58","Olivier Box 1- processed","-80C  #3 Shelf 5 Rack1","H2",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120138321","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","C8","933000120138334","120138334","HVB","2019-12-11","392.2","1.96","2.09","cohort 2","59","Olivier Box 1- processed","-80C  #3 Shelf 5 Rack1","H3",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120138334","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","D8","933000120138336","120138336","HVB","2019-12-11","441","1.93","2.15","cohort 2","60","Olivier Box 1- processed","-80C  #3 Shelf 5 Rack1","H4",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120138336","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","E8","933000120138344","120138344","HVB","2019-12-11","285.9","1.94","2.07","cohort 2","61","Olivier Box 1- processed","-80C  #3 Shelf 5 Rack1","H5",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120138344","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","F8","933000120138302","120138302","HVB","2019-12-11","280.2","1.91","2.12","cohort 2","62","Olivier Box 1- processed","-80C  #3 Shelf 5 Rack1","H6",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120138302","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","G8","933000120138351","120138351","HVB","2019-12-11","408.2","1.9","2.15","cohort 2","63","Olivier Box 1- processed","-80C  #3 Shelf 5 Rack1","H7",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120138351","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","H8","933000120138286","120138286","HVB","2019-12-11","252","1.92","2.13","cohort 2","64","Olivier Box 1- processed","-80C  #3 Shelf 5 Rack1","H8",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120138286","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","A9","933000120138354","120138354","HVB","2019-12-11","363","1.94","2.03","cohort 2","65","Olivier Box 2- processed","-80C  #3 Shelf 5 Rack1","A1",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120138354","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","B9","933000120138330","120138330","HVB","2019-12-11","298.2","1.95","2.05","cohort 2","66","Olivier Box 2- processed","-80C  #3 Shelf 5 Rack1","A2",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120138330","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","C9","933000120138300","120138300","HVB","2019-12-11","570.7","1.87","2.17","cohort 2","67","Olivier Box 2- processed","-80C  #3 Shelf 5 Rack1","A3",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120138300","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","D9","933000120138304","120138304","HVB","2019-12-11","337.5","1.9","2.02","cohort 2","68","Olivier Box 2- processed","-80C  #3 Shelf 5 Rack1","A4",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120138304","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","E9","933000120138279","120138279","HVB","2019-12-11","353.1","1.88","1.72","cohort 2","69","Olivier Box 2- processed","-80C  #3 Shelf 5 Rack1","A5",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120138279","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","F9","933000120138324","120138324","HVB","2019-12-11","350.2","1.92","2.07","cohort 2","70","Olivier Box 2- processed","-80C  #3 Shelf 5 Rack1","A6",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120138324","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","G9","933000120138339","120138339","HVB","2019-12-11","366.7","1.93","2.12","cohort 2","71","Olivier Box 2- processed","-80C  #3 Shelf 5 Rack1","A7",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120138339","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","H9","933000120138287","120138287","HVB","2019-12-11","357.8","1.92","2.22","cohort 2","72","Olivier Box 2- processed","-80C  #3 Shelf 5 Rack1","A8",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120138287","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","A10","933000120138283","120138283","HVB","2019-12-11","407.2","1.9","2.03","cohort 2","73","Olivier Box 2- processed","-80C  #3 Shelf 5 Rack1","B1",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120138283","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","B10","933000120138331","520138331","HVB","2019-12-11","345.4","1.95","2.15","cohort 2","74","Olivier Box 2- processed","-80C  #3 Shelf 5 Rack1","B2","mismatch","Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120138331","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","C10","933000120138280","120138280","HVB","2019-12-11","285.2","1.92","2.03","cohort 2","75","Olivier Box 2- processed","-80C  #3 Shelf 5 Rack1","B3",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120138280","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","D10","933000120138632","120138632","HVB","2019-12-11","536.7","1.92","2.13","cohort 3","76","Olivier Box 2- processed","-80C  #3 Shelf 5 Rack1","B4",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120138632","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","E10","933000120138398","120138398","HVB","2019-12-11","682.1","1.86","2.19","cohort 3","77","Olivier Box 2- processed","-80C  #3 Shelf 5 Rack1","B5",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120138398","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","F10","933000120138559","120138559","HVB","2019-12-11","137.7","2.03","1.54","cohort 3","78","Olivier Box 2- processed","-80C  #3 Shelf 5 Rack1","B6",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120138559","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","G10","933000120138633","120138633","HVB","2019-12-11","170","1.95","1.09","cohort 3","79","Olivier Box 2- processed","-80C  #3 Shelf 5 Rack1","B7",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120138633","u01_olivier_george_cocaine"
