"dna_plate_code","plate_barcode","well","transponder","sample_id_barcode","user_id","date","nanodrop_ng_u_l","x260_280","x260_230","origin","no","storage_box_of_spleen","freezer_location_of_tissue","position_in_box","comments","riptide_plate_number","storage_box_of_extracted_dna_plate","location_of_extracted_dna_plate_box","e","x18","x20","x19","x21","x22","number_written_on_the_top_of_tube","rfid","project_name"
"20200707_Plate2_","C9H14AWW","E10",NA,"20200707_Plate2_10E","KC","2020-07-07","38.99","2.55","0.72","UCSF Zebrafish","77",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10E",NA,NA,"20200707Plate210E",NA
"20200707_Plate2_","C9H14AWW","F10",NA,"20200707_Plate2_10F","KC","2020-07-07","45.94","2.33","0.77","UCSF Zebrafish","78",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10F",NA,NA,"20200707Plate210F",NA
"20200707_Plate2_","C9H14AWW","G10",NA,"20200707_Plate2_10G","KC","2020-07-07","43.08","2.33","0.75","UCSF Zebrafish","79",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10G",NA,NA,"20200707Plate210G",NA
"20200707_Plate2_","C9H14AWW","H10",NA,"20200707_Plate2_10H","KC","2020-07-07","45.3","2.24","0.93","UCSF Zebrafish","80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10H",NA,NA,"20200707Plate210H",NA
"20200707_Plate2_","C9H14AWW","A11",NA,"20200707_Plate2_11A","KC","2020-07-07","42.8","2.37","0.9","UCSF Zebrafish","81",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11A",NA,NA,"20200707Plate211A",NA
"20200707_Plate2_","C9H14AWW","B11",NA,"20200707_Plate2_11B","KC","2020-07-07","53.81","2.3","0.95","UCSF Zebrafish","82",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11B",NA,NA,"20200707Plate211B",NA
"20200707_Plate2_","C9H14AWW","C11",NA,"20200707_Plate2_11C","KC","2020-07-07","46.62","2.32","0.83","UCSF Zebrafish","83",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11C",NA,NA,"20200707Plate211C",NA
"20200707_Plate2_","C9H14AWW","D11",NA,"20200707_Plate2_11D","KC","2020-07-07","45.06","2.37","0.81","UCSF Zebrafish","84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11D",NA,NA,"20200707Plate211D",NA
"20200707_Plate2_","C9H14AWW","E11",NA,"20200707_Plate2_11E","KC","2020-07-07","48.91","2.32","0.88","UCSF Zebrafish","85",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11E",NA,NA,"20200707Plate211E",NA
"20200707_Plate2_","C9H14AWW","F11",NA,"20200707_Plate2_11F","KC","2020-07-07","50.82","2.24","0.87","UCSF Zebrafish","86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11F",NA,NA,"20200707Plate211F",NA
"20200707_Plate2_","C9H14AWW","G11",NA,"20200707_Plate2_11G","KC","2020-07-07","47.68","2.31","0.86","UCSF Zebrafish","87",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11G",NA,NA,"20200707Plate211G",NA
"20200707_Plate2_","C9H14AWW","H11",NA,"20200707_Plate2_11H","KC","2020-07-07","58","2.24","1.06","UCSF Zebrafish","88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11H",NA,NA,"20200707Plate211H",NA
"20200707_Plate2_","C9H14AWW","A12",NA,"20200707_Plate2_12A","KC","2020-07-07","49.9","2.36","0.97","UCSF Zebrafish","89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12A",NA,NA,"20200707Plate212A",NA
"20200707_Plate2_","C9H14AWW","B12",NA,"20200707_Plate2_12B","KC","2020-07-07","55.46","2.26","0.94","UCSF Zebrafish","90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12B",NA,NA,"20200707Plate212B",NA
"20200707_Plate2_","C9H14AWW","C12",NA,"20200707_Plate2_12C","KC","2020-07-07","39.29","2.34","0.73","UCSF Zebrafish","91",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12C",NA,NA,"20200707Plate212C",NA
"20200707_Plate2_","C9H14AWW","D12",NA,"20200707_Plate2_12D","KC","2020-07-07","46.49","2.31","0.8","UCSF Zebrafish","92",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12D",NA,NA,"20200707Plate212D",NA
"20200707_Plate2_","C9H14AWW","E12",NA,"20200707_Plate2_12E","KC","2020-07-07","50.68","2.27","0.87","UCSF Zebrafish","93",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12E",NA,NA,"20200707Plate212E",NA
"20200707_Plate2_","C9H14AWW","F12",NA,"20200707_Plate2_12F","KC","2020-07-07","47.08","2.34","0.82","UCSF Zebrafish","94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12F",NA,NA,"20200707Plate212F",NA
"20200707_Plate2_","C9H14AWW","G12",NA,"20200707_Plate2_12G","KC","2020-07-07","37","2.4","0.77","UCSF Zebrafish","95",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12G",NA,NA,"20200707Plate212G",NA
"20200707_Plate2_","C9H14AWW","H12",NA,"20200707_Plate2_12H","KC","2020-07-07","40.26","2.44","0.87","UCSF Zebrafish","96",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12H",NA,NA,"20200707Plate212H",NA
"20200714_Plate1_","C9H14AWY","A1",NA,"20200714_Plate1_1A","KC","2020-07-14","45.73","2.27","0.55","UCSF Zebrafish","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1A",NA,NA,"20200714Plate11A",NA
"20200714_Plate1_","C9H14AWY","B1",NA,"20200714_Plate1_1B","KC","2020-07-14","44.48","2.37","0.83","UCSF Zebrafish","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1B",NA,NA,"20200714Plate11B",NA
"20200714_Plate1_","C9H14AWY","C1",NA,"20200714_Plate1_1C","KC","2020-07-14","57.13","2.25","0.89","UCSF Zebrafish","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1C",NA,NA,"20200714Plate11C",NA
"20200714_Plate1_","C9H14AWY","D1",NA,"20200714_Plate1_1D","KC","2020-07-14","50.68","2.36","0.77","UCSF Zebrafish","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1D",NA,NA,"20200714Plate11D",NA
"20200714_Plate1_","C9H14AWY","E1",NA,"20200714_Plate1_1E","KC","2020-07-14","48.7","2.39","0.84","UCSF Zebrafish","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1E",NA,NA,"20200714Plate11E",NA
"20200714_Plate1_","C9H14AWY","F1",NA,"20200714_Plate1_1F","KC","2020-07-14","61.91","2.17","0.85","UCSF Zebrafish","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1F",NA,NA,"20200714Plate11F",NA
"20200714_Plate1_","C9H14AWY","G1",NA,"20200714_Plate1_1G","KC","2020-07-14","63.53","2.3","1.02","UCSF Zebrafish","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1G",NA,NA,"20200714Plate11G",NA
"20200714_Plate1_","C9H14AWY","H1",NA,"20200714_Plate1_1H","KC","2020-07-14","61.12","2.13","1.04","UCSF Zebrafish","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1H",NA,NA,"20200714Plate11H",NA
"20200714_Plate1_","C9H14AWY","A2",NA,"20200714_Plate1_2A","KC","2020-07-14","58.97","2.22","1.05","UCSF Zebrafish","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2A",NA,NA,"20200714Plate12A",NA
"20200714_Plate1_","C9H14AWY","B2",NA,"20200714_Plate1_2B","KC","2020-07-14","52.48","2.23","0.89","UCSF Zebrafish","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2B",NA,NA,"20200714Plate12B",NA
"20200714_Plate1_","C9H14AWY","C2",NA,"20200714_Plate1_2C","KC","2020-07-14","56.92","2.25","0.91","UCSF Zebrafish","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2C",NA,NA,"20200714Plate12C",NA
"20200714_Plate1_","C9H14AWY","D2",NA,"20200714_Plate1_2D","KC","2020-07-14","67.96","2.16","0.97","UCSF Zebrafish","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2D",NA,NA,"20200714Plate12D",NA
"20200714_Plate1_","C9H14AWY","E2",NA,"20200714_Plate1_2E","KC","2020-07-14","60.56","2.38","0.86","UCSF Zebrafish","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2E",NA,NA,"20200714Plate12E",NA
"20200714_Plate1_","C9H14AWY","F2",NA,"20200714_Plate1_2F","KC","2020-07-14","66.87","2.2","0.98","UCSF Zebrafish","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2F",NA,NA,"20200714Plate12F",NA
"20200714_Plate1_","C9H14AWY","G2",NA,"20200714_Plate1_2G","KC","2020-07-14","47.3","2.51","0.81","UCSF Zebrafish","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2G",NA,NA,"20200714Plate12G",NA
"20200714_Plate1_","C9H14AWY","H2",NA,"20200714_Plate1_2H","KC","2020-07-14","59.14","2.14","1.09","UCSF Zebrafish","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2H",NA,NA,"20200714Plate12H",NA
"20200714_Plate1_","C9H14AWY","A3",NA,"20200714_Plate1_3A","KC","2020-07-14","49.81","2.2","0.97","UCSF Zebrafish","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3A",NA,NA,"20200714Plate13A",NA
"20200714_Plate1_","C9H14AWY","B3",NA,"20200714_Plate1_3B","KC","2020-07-14","60.62","2.48","0.97","UCSF Zebrafish","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3B",NA,NA,"20200714Plate13B",NA
"20200714_Plate1_","C9H14AWY","C3",NA,"20200714_Plate1_3C","KC","2020-07-14","56.16","2.32","0.9","UCSF Zebrafish","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3C",NA,NA,"20200714Plate13C",NA
"20200714_Plate1_","C9H14AWY","D3",NA,"20200714_Plate1_3D","KC","2020-07-14","48.62","2.64","0.73","UCSF Zebrafish","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3D",NA,NA,"20200714Plate13D",NA
"20200714_Plate1_","C9H14AWY","E3",NA,"20200714_Plate1_3E","KC","2020-07-14","59.25","2.4","0.81","UCSF Zebrafish","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3E",NA,NA,"20200714Plate13E",NA
"20200714_Plate1_","C9H14AWY","F3",NA,"20200714_Plate1_3F","KC","2020-07-14","58.57","2.35","0.82","UCSF Zebrafish","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3F",NA,NA,"20200714Plate13F",NA
"20200714_Plate1_","C9H14AWY","G3",NA,"20200714_Plate1_3G","KC","2020-07-14","61.42","2.29","0.94","UCSF Zebrafish","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3G",NA,NA,"20200714Plate13G",NA
"20200714_Plate1_","C9H14AWY","H3",NA,"20200714_Plate1_3H","KC","2020-07-14","40.49","2.24","0.84","UCSF Zebrafish","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3H",NA,NA,"20200714Plate13H",NA
"20200714_Plate1_","C9H14AWY","A4",NA,"20200714_Plate1_4A","KC","2020-07-14","60.79","2.16","1.14","UCSF Zebrafish","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4A",NA,NA,"20200714Plate14A",NA
"20200714_Plate1_","C9H14AWY","B4",NA,"20200714_Plate1_4B","KC","2020-07-14","48.35","2.25","0.89","UCSF Zebrafish","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4B",NA,NA,"20200714Plate14B",NA
"20200714_Plate1_","C9H14AWY","C4",NA,"20200714_Plate1_4C","KC","2020-07-14","59.62","2.23","0.86","UCSF Zebrafish","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4C",NA,NA,"20200714Plate14C",NA
"20200714_Plate1_","C9H14AWY","D4",NA,"20200714_Plate1_4D","KC","2020-07-14","51.16","2.18","0.74","UCSF Zebrafish","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4D",NA,NA,"20200714Plate14D",NA
"20200714_Plate1_","C9H14AWY","E4",NA,"20200714_Plate1_4E","KC","2020-07-14","59.5","2.23","0.91","UCSF Zebrafish","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4E",NA,NA,"20200714Plate14E",NA
"20200714_Plate1_","C9H14AWY","F4",NA,"20200714_Plate1_4F","KC","2020-07-14","66.53","2.28","0.9","UCSF Zebrafish","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4F",NA,NA,"20200714Plate14F",NA
"20200714_Plate1_","C9H14AWY","G4",NA,"20200714_Plate1_4G","KC","2020-07-14","62.4","2.39","0.92","UCSF Zebrafish","31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4G",NA,NA,"20200714Plate14G",NA
"20200714_Plate1_","C9H14AWY","H4",NA,"20200714_Plate1_4H","KC","2020-07-14","55.15","2.13","0.97","UCSF Zebrafish","32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4H",NA,NA,"20200714Plate14H",NA
"20200714_Plate1_","C9H14AWY","A5",NA,"20200714_Plate1_5A","KC","2020-07-14","33.39","2.47","0.77","UCSF Zebrafish","33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5A",NA,NA,"20200714Plate15A",NA
"20200714_Plate1_","C9H14AWY","B5",NA,"20200714_Plate1_5B","KC","2020-07-14","133.5","2.06","1.43","UCSF Zebrafish","34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5B",NA,NA,"20200714Plate15B",NA
"20200714_Plate1_","C9H14AWY","C5",NA,"20200714_Plate1_5C","KC","2020-07-14","61.94","2.2","1.03","UCSF Zebrafish","35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5C",NA,NA,"20200714Plate15C",NA
"20200714_Plate1_","C9H14AWY","D5",NA,"20200714_Plate1_5D","KC","2020-07-14","60.82","2.25","0.82","UCSF Zebrafish","36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5D",NA,NA,"20200714Plate15D",NA
"20200714_Plate1_","C9H14AWY","E5",NA,"20200714_Plate1_5E","KC","2020-07-14","76.46","2.15","1.07","UCSF Zebrafish","37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5E",NA,NA,"20200714Plate15E",NA
"20200714_Plate1_","C9H14AWY","F5",NA,"20200714_Plate1_5F","KC","2020-07-14","56.79","2.3","0.8","UCSF Zebrafish","38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5F",NA,NA,"20200714Plate15F",NA
"20200714_Plate1_","C9H14AWY","G5",NA,"20200714_Plate1_5G","KC","2020-07-14","49.64","2.31","1.05","UCSF Zebrafish","39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5G",NA,NA,"20200714Plate15G",NA
"20200714_Plate1_","C9H14AWY","H5",NA,"20200714_Plate1_5H","KC","2020-07-14","7.493","6.92","0.21","UCSF Zebrafish","40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5H",NA,NA,"20200714Plate15H",NA
"20200714_Plate1_","C9H14AWY","A6",NA,"20200714_Plate1_6A","KC","2020-07-14","6.773","9.21","0.21","UCSF Zebrafish","41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6A",NA,NA,"20200714Plate16A",NA
"20200714_Plate1_","C9H14AWY","B6",NA,"20200714_Plate1_6B","KC","2020-07-14","57","2.24","0.91","UCSF Zebrafish","42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6B",NA,NA,"20200714Plate16B",NA
"20200714_Plate1_","C9H14AWY","C6",NA,"20200714_Plate1_6C","KC","2020-07-14","71.77","2.21","0.98","UCSF Zebrafish","43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6C",NA,NA,"20200714Plate16C",NA
"20200714_Plate1_","C9H14AWY","D6",NA,"20200714_Plate1_6D","KC","2020-07-14","66.58","2.07","1","UCSF Zebrafish","44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6D",NA,NA,"20200714Plate16D",NA
"20200714_Plate1_","C9H14AWY","E6",NA,"20200714_Plate1_6E","KC","2020-07-14","10.67","29.84","0.19","UCSF Zebrafish","45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6E",NA,NA,"20200714Plate16E",NA
"20200714_Plate1_","C9H14AWY","F6",NA,"20200714_Plate1_6F","KC","2020-07-14","5.778","16.34","0.2","UCSF Zebrafish","46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6F",NA,NA,"20200714Plate16F",NA
"20200714_Plate1_","C9H14AWY","G6",NA,"20200714_Plate1_6G","KC","2020-07-14","47.19","2.48","0.84","UCSF Zebrafish","47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6G",NA,NA,"20200714Plate16G",NA
"20200714_Plate1_","C9H14AWY","H6",NA,"20200714_Plate1_6H","KC","2020-07-14","52.54","2.05","1.12","UCSF Zebrafish","48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6H",NA,NA,"20200714Plate16H",NA
"20200714_Plate1_","C9H14AWY","A7",NA,"20200714_Plate1_7A","KC","2020-07-14","50.89","2.23","1.02","UCSF Zebrafish","49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7A",NA,NA,"20200714Plate17A",NA
"20200714_Plate1_","C9H14AWY","B7",NA,"20200714_Plate1_7B","KC","2020-07-14","48.02","2.24","0.87","UCSF Zebrafish","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7B",NA,NA,"20200714Plate17B",NA
"20200714_Plate1_","C9H14AWY","C7",NA,"20200714_Plate1_7C","KC","2020-07-14","68.08","2.46","0.67","UCSF Zebrafish","51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7C",NA,NA,"20200714Plate17C",NA
"20200714_Plate1_","C9H14AWY","D7",NA,"20200714_Plate1_7D","KC","2020-07-14","59.11","2.15","1.1","UCSF Zebrafish","52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7D",NA,NA,"20200714Plate17D",NA
"20200714_Plate1_","C9H14AWY","E7",NA,"20200714_Plate1_7E","KC","2020-07-14","111","2.16","1.16","UCSF Zebrafish","53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7E",NA,NA,"20200714Plate17E",NA
"20200714_Plate1_","C9H14AWY","F7",NA,"20200714_Plate1_7F","KC","2020-07-14","49.57","2.32","0.79","UCSF Zebrafish","54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7F",NA,NA,"20200714Plate17F",NA
"20200714_Plate1_","C9H14AWY","G7",NA,"20200714_Plate1_7G","KC","2020-07-14","42.56","2.47","0.79","UCSF Zebrafish","55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7G",NA,NA,"20200714Plate17G",NA
"20200714_Plate1_","C9H14AWY","H7",NA,"20200714_Plate1_7H","KC","2020-07-14","45.7","2.16","0.98","UCSF Zebrafish","56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7H",NA,NA,"20200714Plate17H",NA
"20200714_Plate1_","C9H14AWY","A8",NA,"20200714_Plate1_8A","KC","2020-07-14","67","2.08","1.15","UCSF Zebrafish","57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8A",NA,NA,"20200714Plate18A",NA
"20200714_Plate1_","C9H14AWY","B8",NA,"20200714_Plate1_8B","KC","2020-07-14","43.17","2.18","0.91","UCSF Zebrafish","58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8B",NA,NA,"20200714Plate18B",NA
"20200714_Plate1_","C9H14AWY","C8",NA,"20200714_Plate1_8C","KC","2020-07-14","67.74","2.17","0.9","UCSF Zebrafish","59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8C",NA,NA,"20200714Plate18C",NA
"20200714_Plate1_","C9H14AWY","D8",NA,"20200714_Plate1_8D","KC","2020-07-14","67.69","2.23","0.84","UCSF Zebrafish","60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8D",NA,NA,"20200714Plate18D",NA
"20200714_Plate1_","C9H14AWY","E8",NA,"20200714_Plate1_8E","KC","2020-07-14","56.18","2.41","0.82","UCSF Zebrafish","61",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8E",NA,NA,"20200714Plate18E",NA
"20200714_Plate1_","C9H14AWY","F8",NA,"20200714_Plate1_8F","KC","2020-07-14","59.93","2.38","0.84","UCSF Zebrafish","62",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8F",NA,NA,"20200714Plate18F",NA
"20200714_Plate1_","C9H14AWY","G8",NA,"20200714_Plate1_8G","KC","2020-07-14","57.95","2.23","0.92","UCSF Zebrafish","63",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8G",NA,NA,"20200714Plate18G",NA
"20200714_Plate1_","C9H14AWY","H8",NA,"20200714_Plate1_8H","KC","2020-07-14","73.02","2.06","1.08","UCSF Zebrafish","64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8H",NA,NA,"20200714Plate18H",NA
"20200714_Plate1_","C9H14AWY","A9",NA,"20200714_Plate1_9A","KC","2020-07-14","73.31","2.1","1.18","UCSF Zebrafish","65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9A",NA,NA,"20200714Plate19A",NA
"20200714_Plate1_","C9H14AWY","B9",NA,"20200714_Plate1_9B","KC","2020-07-14","64.34","2.2","0.97","UCSF Zebrafish","66",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9B",NA,NA,"20200714Plate19B",NA
"20200714_Plate1_","C9H14AWY","C9",NA,"20200714_Plate1_9C","KC","2020-07-14","100.8","2.11","1.25","UCSF Zebrafish","67",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9C",NA,NA,"20200714Plate19C",NA
"20200714_Plate1_","C9H14AWY","D9",NA,"20200714_Plate1_9D","KC","2020-07-14","64.5","2.19","0.85","UCSF Zebrafish","68",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9D",NA,NA,"20200714Plate19D",NA
"20200714_Plate1_","C9H14AWY","E9",NA,"20200714_Plate1_9E","KC","2020-07-14","95.76","2.15","1.11","UCSF Zebrafish","69",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9E",NA,NA,"20200714Plate19E",NA
"20200714_Plate1_","C9H14AWY","F9",NA,"20200714_Plate1_9F","KC","2020-07-14","75.37","2.15","1.15","UCSF Zebrafish","70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9F",NA,NA,"20200714Plate19F",NA
"20200714_Plate1_","C9H14AWY","G9",NA,"20200714_Plate1_9G","KC","2020-07-14","65.32","2.28","0.97","UCSF Zebrafish","71",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9G",NA,NA,"20200714Plate19G",NA
"20200714_Plate1_","C9H14AWY","H9",NA,"20200714_Plate1_9H","KC","2020-07-14","68.28","2.23","0.81","UCSF Zebrafish","72",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9H",NA,NA,"20200714Plate19H",NA
"20200714_Plate1_","C9H14AWY","A10",NA,"20200714_Plate1_10A","KC","2020-07-14","56.19","2.11","1.09","UCSF Zebrafish","73",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10A",NA,NA,"20200714Plate110A",NA
"20200714_Plate1_","C9H14AWY","B10",NA,"20200714_Plate1_10B","KC","2020-07-14","74.64","2.15","1.13","UCSF Zebrafish","74",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10B",NA,NA,"20200714Plate110B",NA
"20200714_Plate1_","C9H14AWY","C10",NA,"20200714_Plate1_10C","KC","2020-07-14","55.39","2.26","0.95","UCSF Zebrafish","75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10C",NA,NA,"20200714Plate110C",NA
"20200714_Plate1_","C9H14AWY","D10",NA,"20200714_Plate1_10D","KC","2020-07-14","71.99","2.19","0.92","UCSF Zebrafish","76",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10D",NA,NA,"20200714Plate110D",NA
"20200714_Plate1_","C9H14AWY","E10",NA,"20200714_Plate1_10E","KC","2020-07-14","101.7","2.1","1.27","UCSF Zebrafish","77",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10E",NA,NA,"20200714Plate110E",NA
"20200714_Plate1_","C9H14AWY","F10",NA,"20200714_Plate1_10F","KC","2020-07-14","53.53","2.34","0.82","UCSF Zebrafish","78",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10F",NA,NA,"20200714Plate110F",NA
"20200714_Plate1_","C9H14AWY","G10",NA,"20200714_Plate1_10G","KC","2020-07-14","56.05","2.31","0.95","UCSF Zebrafish","79",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10G",NA,NA,"20200714Plate110G",NA
"20200714_Plate1_","C9H14AWY","H10",NA,"20200714_Plate1_10H","KC","2020-07-14","60.78","2.16","0.98","UCSF Zebrafish","80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10H",NA,NA,"20200714Plate110H",NA
"20200714_Plate1_","C9H14AWY","A11",NA,"20200714_Plate1_11A","KC","2020-07-14","42.46","2.28","0.82","UCSF Zebrafish","81",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11A",NA,NA,"20200714Plate111A",NA
"20200714_Plate1_","C9H14AWY","B11",NA,"20200714_Plate1_11B","KC","2020-07-14","58.37","2.24","1.02","UCSF Zebrafish","82",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11B",NA,NA,"20200714Plate111B",NA
"20200714_Plate1_","C9H14AWY","C11",NA,"20200714_Plate1_11C","KC","2020-07-14","40.51","2.32","0.87","UCSF Zebrafish","83",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11C",NA,NA,"20200714Plate111C",NA
"20200714_Plate1_","C9H14AWY","D11",NA,"20200714_Plate1_11D","KC","2020-07-14","48.56","2.26","0.85","UCSF Zebrafish","84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11D",NA,NA,"20200714Plate111D",NA
"20200714_Plate1_","C9H14AWY","E11",NA,"20200714_Plate1_11E","KC","2020-07-14","80.34","2.23","1.03","UCSF Zebrafish","85",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11E",NA,NA,"20200714Plate111E",NA
"20200714_Plate1_","C9H14AWY","F11",NA,"20200714_Plate1_11F","KC","2020-07-14","71.22","2.26","1.02","UCSF Zebrafish","86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11F",NA,NA,"20200714Plate111F",NA
"20200714_Plate1_","C9H14AWY","G11",NA,"20200714_Plate1_11G","KC","2020-07-14","55.46","2.4","0.97","UCSF Zebrafish","87",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11G",NA,NA,"20200714Plate111G",NA
